1.0000 0.0000
1.0010 0.0000
1.0020 0.0000
1.0029 0.0000
1.0039 0.0000
1.0049 0.0000
1.0059 0.0000
1.0068 0.0000
1.0078 0.0000
1.0088 0.0000
1.0098 0.0000
1.0107 0.0000
1.0117 0.0000
1.0127 0.0000
1.0137 0.0000
1.0146 0.0000
1.0156 0.0000
1.0166 0.0000
1.0176 0.0000
1.0186 0.0000
1.0195 0.0000
1.0205 0.0000
1.0215 0.0000
1.0225 0.0000
1.0234 0.0000
1.0244 0.0000
1.0254 0.0000
1.0264 0.0000
1.0273 0.0000
1.0283 0.0000
1.0293 0.0000
1.0303 0.0000
1.0312 0.0000
1.0322 0.0000
1.0332 0.0000
1.0342 0.0000
1.0352 0.0000
1.0361 0.0000
1.0371 0.0000
1.0381 0.0000
1.0391 0.0000
1.0400 0.0000
1.0410 0.0000
1.0420 0.0000
1.0430 0.0000
1.0439 0.0000
1.0449 0.0000
1.0459 0.0000
1.0469 0.0000
1.0479 0.0000
1.0488 0.0000
1.0498 0.0000
1.0508 0.0000
1.0518 0.0000
1.0527 0.0000
1.0537 0.0000
1.0547 0.0000
1.0557 0.0000
1.0566 0.0000
1.0576 0.0000
1.0586 0.0000
1.0596 0.0000
1.0605 0.0000
1.0615 0.0000
1.0625 0.0000
1.0635 0.0000
1.0645 0.0001
1.0654 0.0001
1.0664 0.0001
1.0674 0.0002
1.0684 0.0003
1.0693 0.0005
1.0703 0.0007
1.0713 0.0010
1.0723 0.0014
1.0732 0.0021
1.0742 0.0030
1.0752 0.0042
1.0762 0.0058
1.0771 0.0081
1.0781 0.0111
1.0791 0.0152
1.0801 0.0206
1.0811 0.0277
1.0820 0.0369
1.0830 0.0489
1.0840 0.0641
1.0850 0.0835
1.0859 0.1080
1.0869 0.1384
1.0879 0.1760
1.0889 0.2222
1.0898 0.2782
1.0908 0.3456
1.0918 0.4260
1.0928 0.5210
1.0938 0.6323
1.0947 0.7614
1.0957 0.9098
1.0967 1.0787
1.0977 1.2691
1.0986 1.4815
1.0996 1.7162
1.1006 1.9728
1.1016 2.2503
1.1025 2.5472
1.1035 2.8613
1.1045 3.1894
1.1055 3.5280
1.1064 3.8727
1.1074 4.2187
1.1084 4.5606
1.1094 4.8926
1.1104 5.2089
1.1113 5.5035
1.1123 5.7705
1.1133 6.0046
1.1143 6.2007
1.1152 6.3546
1.1162 6.4629
1.1172 6.5232
1.1182 6.5341
1.1191 6.4953
1.1201 6.4078
1.1211 6.2736
1.1221 6.0955
1.1230 5.8775
1.1240 5.6243
1.1250 5.3410
1.1260 5.0335
1.1270 4.7076
1.1279 4.3693
1.1289 4.0244
1.1299 3.6784
1.1309 3.3365
1.1318 3.0033
1.1328 2.6827
1.1338 2.3779
1.1348 2.0916
1.1357 1.8257
1.1367 1.5813
1.1377 1.3591
1.1387 1.1591
1.1396 0.9810
1.1406 0.8237
1.1416 0.6864
1.1426 0.5675
1.1436 0.4655
1.1445 0.3789
1.1455 0.3060
1.1465 0.2452
1.1475 0.1950
1.1484 0.1538
1.1494 0.1204
1.1504 0.0935
1.1514 0.0720
1.1523 0.0550
1.1533 0.0417
1.1543 0.0314
1.1553 0.0234
1.1562 0.0174
1.1572 0.0127
1.1582 0.0093
1.1592 0.0067
1.1602 0.0048
1.1611 0.0034
1.1621 0.0024
1.1631 0.0017
1.1641 0.0012
1.1650 0.0008
1.1660 0.0006
1.1670 0.0004
1.1680 0.0003
1.1689 0.0002
1.1699 0.0002
1.1709 0.0002
1.1719 0.0003
1.1729 0.0004
1.1738 0.0006
1.1748 0.0009
1.1758 0.0013
1.1768 0.0019
1.1777 0.0028
1.1787 0.0040
1.1797 0.0057
1.1807 0.0082
1.1816 0.0115
1.1826 0.0161
1.1836 0.0224
1.1846 0.0308
1.1855 0.0421
1.1865 0.0571
1.1875 0.0767
1.1885 0.1022
1.1895 0.1351
1.1904 0.1772
1.1914 0.2305
1.1924 0.2973
1.1934 0.3804
1.1943 0.4828
1.1953 0.6079
1.1963 0.7591
1.1973 0.9403
1.1982 1.1553
1.1992 1.4080
1.2002 1.7022
1.2012 2.0413
1.2021 2.4283
1.2031 2.8654
1.2041 3.3541
1.2051 3.8945
1.2061 4.4859
1.2070 5.1256
1.2080 5.8096
1.2090 6.5323
1.2100 7.2861
1.2109 8.0620
1.2119 8.8493
1.2129 9.6360
1.2139 10.4089
1.2148 11.1542
1.2158 11.8577
1.2168 12.5050
1.2178 13.0827
1.2188 13.5781
1.2197 13.9801
1.2207 14.2794
1.2217 14.4691
1.2227 14.5447
1.2236 14.5043
1.2246 14.3489
1.2256 14.0822
1.2266 13.7105
1.2275 13.2423
1.2285 12.6882
1.2295 12.0605
1.2305 11.3724
1.2314 10.6381
1.2324 9.8719
1.2334 9.0877
1.2344 8.2990
1.2354 7.5182
1.2363 6.7564
1.2373 6.0232
1.2383 5.3266
1.2393 4.6728
1.2402 4.0664
1.2412 3.5103
1.2422 3.0059
1.2432 2.5533
1.2441 2.1514
1.2451 1.7981
1.2461 1.4908
1.2471 1.2260
1.2480 1.0001
1.2490 0.8092
1.2500 0.6495
1.2510 0.5170
1.2520 0.4083
1.2529 0.3198
1.2539 0.2484
1.2549 0.1914
1.2559 0.1463
1.2568 0.1109
1.2578 0.0834
1.2588 0.0622
1.2598 0.0460
1.2607 0.0337
1.2617 0.0246
1.2627 0.0177
1.2637 0.0127
1.2646 0.0090
1.2656 0.0063
1.2666 0.0044
1.2676 0.0031
1.2686 0.0021
1.2695 0.0014
1.2705 0.0010
1.2715 0.0007
1.2725 0.0005
1.2734 0.0003
1.2744 0.0002
1.2754 0.0002
1.2764 0.0002
1.2773 0.0002
1.2783 0.0003
1.2793 0.0004
1.2803 0.0006
1.2812 0.0009
1.2822 0.0013
1.2832 0.0019
1.2842 0.0028
1.2852 0.0040
1.2861 0.0056
1.2871 0.0078
1.2881 0.0109
1.2891 0.0150
1.2900 0.0205
1.2910 0.0278
1.2920 0.0375
1.2930 0.0500
1.2939 0.0662
1.2949 0.0869
1.2959 0.1131
1.2969 0.1462
1.2979 0.1873
1.2988 0.2382
1.2998 0.3004
1.3008 0.3759
1.3018 0.4666
1.3027 0.5746
1.3037 0.7019
1.3047 0.8506
1.3057 1.0226
1.3066 1.2196
1.3076 1.4430
1.3086 1.6938
1.3096 1.9725
1.3105 2.2787
1.3115 2.6117
1.3125 2.9697
1.3135 3.3500
1.3145 3.7491
1.3154 4.1627
1.3164 4.5853
1.3174 5.0109
1.3184 5.4329
1.3193 5.8439
1.3203 6.2364
1.3213 6.6028
1.3223 6.9356
1.3232 7.2277
1.3242 7.4728
1.3252 7.6653
1.3262 7.8009
1.3271 7.8763
1.3281 7.8897
1.3291 7.8410
1.3301 7.7311
1.3311 7.5628
1.3320 7.3398
1.3330 7.0672
1.3340 6.7511
1.3350 6.3984
1.3359 6.0162
1.3369 5.6122
1.3379 5.1941
1.3389 4.7692
1.3398 4.3444
1.3408 3.9263
1.3418 3.5203
1.3428 3.1313
1.3438 2.7633
1.3447 2.4193
1.3457 2.1013
1.3467 1.8106
1.3477 1.5478
1.3486 1.3127
1.3496 1.1044
1.3506 0.9218
1.3516 0.7632
1.3525 0.6269
1.3535 0.5109
1.3545 0.4130
1.3555 0.3312
1.3564 0.2635
1.3574 0.2079
1.3584 0.1628
1.3594 0.1264
1.3604 0.0974
1.3613 0.0744
1.3623 0.0564
1.3633 0.0424
1.3643 0.0317
1.3652 0.0234
1.3662 0.0172
1.3672 0.0125
1.3682 0.0090
1.3691 0.0065
1.3701 0.0046
1.3711 0.0032
1.3721 0.0023
1.3730 0.0016
1.3740 0.0011
1.3750 0.0007
1.3760 0.0005
1.3770 0.0003
1.3779 0.0002
1.3789 0.0001
1.3799 0.0001
1.3809 0.0001
1.3818 0.0000
1.3828 0.0000
