
9.7332 0.0000
9.7333 0.0000
9.7334 0.0000
9.7335 0.0000
9.7336 0.0000
9.7338 0.0000
9.7339 0.0000
9.7340 0.0000
9.7341 0.0000
9.7343 0.0000
9.7344 0.0000
9.7345 0.0000
9.7346 0.0000
9.7347 0.0000
9.7349 0.0000
9.7350 0.0000
9.7351 0.0000
9.7352 0.0000
9.7354 0.0000
9.7355 0.0000
9.7356 0.0000
9.7357 0.0000
9.7358 0.0000
9.7360 0.0000
9.7361 0.0000
9.7362 0.0000
9.7363 0.0000
9.7365 0.0000
9.7366 0.0000
9.7367 0.0000
9.7368 0.0000
9.7369 0.0000
9.7371 0.0000
9.7372 0.0000
9.7373 0.0001
9.7374 0.0001
9.7375 0.0001
9.7377 0.0001
9.7378 0.0001
9.7379 0.0001
9.7380 0.0002
9.7382 0.0002
9.7383 0.0003
9.7384 0.0003
9.7385 0.0004
9.7386 0.0005
9.7388 0.0006
9.7389 0.0007
9.7390 0.0008
9.7391 0.0010
9.7393 0.0012
9.7394 0.0014
9.7395 0.0016
9.7396 0.0019
9.7397 0.0022
9.7399 0.0026
9.7400 0.0030
9.7401 0.0035
9.7402 0.0040
9.7404 0.0046
9.7405 0.0053
9.7406 0.0060
9.7407 0.0069
9.7408 0.0078
9.7410 0.0088
9.7411 0.0100
9.7412 0.0112
9.7413 0.0126
9.7415 0.0140
9.7416 0.0156
9.7417 0.0173
9.7418 0.0192
9.7419 0.0211
9.7421 0.0232
9.7422 0.0254
9.7423 0.0277
9.7424 0.0302
9.7426 0.0327
9.7427 0.0354
9.7428 0.0381
9.7429 0.0409
9.7430 0.0437
9.7432 0.0466
9.7433 0.0496
9.7434 0.0525
9.7435 0.0554
9.7437 0.0583
9.7438 0.0612
9.7439 0.0639
9.7440 0.0666
9.7441 0.0692
9.7443 0.0716
9.7444 0.0739
9.7445 0.0760
9.7446 0.0779
9.7448 0.0795
9.7449 0.0810
9.7450 0.0822
9.7451 0.0831
9.7452 0.0838
9.7454 0.0842
9.7455 0.0843
9.7456 0.0841
9.7457 0.0837
9.7458 0.0830
9.7460 0.0820
9.7461 0.0808
9.7462 0.0793
9.7463 0.0776
9.7465 0.0757
9.7466 0.0736
9.7467 0.0713
9.7468 0.0688
9.7469 0.0663
9.7471 0.0636
9.7472 0.0608
9.7473 0.0579
9.7474 0.0550
9.7476 0.0521
9.7477 0.0491
9.7478 0.0462
9.7479 0.0433
9.7480 0.0405
9.7482 0.0377
9.7483 0.0350
9.7484 0.0323
9.7485 0.0298
9.7487 0.0274
9.7488 0.0251
9.7489 0.0229
9.7490 0.0208
9.7491 0.0189
9.7493 0.0171
9.7494 0.0154
9.7495 0.0138
9.7496 0.0124
9.7498 0.0110
9.7499 0.0098
9.7500 0.0087
9.7501 0.0077
9.7502 0.0068
9.7504 0.0059
9.7505 0.0052
9.7506 0.0045
9.7507 0.0039
9.7509 0.0034
9.7510 0.0029
9.7511 0.0025
9.7512 0.0022
9.7513 0.0018
9.7515 0.0016
9.7516 0.0013
9.7517 0.0011
9.7518 0.0010
9.7520 0.0008
9.7521 0.0007
9.7522 0.0006
9.7523 0.0005
9.7524 0.0004
9.7526 0.0003
9.7527 0.0003
9.7528 0.0002
9.7529 0.0002
9.7531 0.0001
9.7532 0.0001
9.7533 0.0001
9.7534 0.0001
9.7535 0.0001
9.7537 0.0000
9.7538 0.0000
9.7539 0.0000
9.7540 0.0000
9.7542 0.0000
9.7543 0.0000
9.7544 0.0000
9.7545 0.0000
9.7546 0.0000
9.7548 0.0000
9.7549 0.0000
9.7550 0.0000
9.7551 0.0000
9.7552 0.0000
9.7554 0.0000
9.7555 0.0000
9.7556 0.0000
9.7557 0.0000
9.7559 0.0000
9.7560 0.0000
9.7561 0.0000
9.7562 0.0000
9.7563 0.0000
9.7565 0.0000
9.7566 0.0000
9.7567 0.0000
9.7568 0.0000
9.7570 0.0000
9.7571 0.0000
9.7572 0.0000
9.7573 0.0000
9.7574 0.0000
9.7576 0.0000
9.7577 0.0000
9.7578 0.0000
9.7579 0.0000
9.7581 0.0000
9.7582 0.0000
9.7583 0.0000
9.7584 0.0000
9.7585 0.0000
9.7587 0.0000
9.7588 0.0000
9.7589 0.0000
9.7590 0.0000
9.7592 0.0000
9.7593 0.0000
9.7594 0.0000
9.7595 0.0000
9.7596 0.0000
9.7598 0.0000
9.7599 0.0000
9.7600 0.0000
9.7601 0.0000
9.7603 0.0000
9.7604 0.0000
9.7605 0.0000
9.7606 0.0000
9.7607 0.0000
9.7609 0.0000
9.7610 0.0000
9.7611 0.0000
