# DCl spectrum
# xmin= 1900 cm^-1
# xmax= 2250 cm^-1

Wavenumber, Absorbance
2224, 0.0133
2224.12, 0.0133
2224.25, 0.0115
2224.38, 0.0095
2224.5, 0.0088
2224.62, 0.009
2224.75, 0.0089
2224.88, 0.0084
2225, 0.0081
2225.12, 0.0084
2225.25, 0.0088
2225.38, 0.0086
2225.5, 0.0082
2225.62, 0.0081
2225.75, 0.0086
2225.88, 0.0091
2226, 0.009
2226.12, 0.0083
2226.25, 0.0073
2226.38, 0.007
2226.5, 0.0074
2226.62, 0.0082
2226.75, 0.0085
2226.88, 0.0082
2227, 0.0078
2227.12, 0.0081
2227.25, 0.0089
2227.38, 0.0098
2227.5, 0.0102
2227.62, 0.01
2227.75, 0.0096
2227.88, 0.0093
2228, 0.0091
2228.12, 0.0086
2228.25, 0.0079
2228.38, 0.0074
2228.5, 0.0076
2228.62, 0.0083
2228.75, 0.0086
2228.88, 0.0083
2229, 0.0078
2229.12, 0.0076
2229.25, 0.008
2229.38, 0.0088
2229.5, 0.0091
2229.62, 0.0087
2229.75, 0.0078
2229.88, 0.0071
2230, 0.0072
2230.12, 0.0079
2230.25, 0.0081
2230.38, 0.0077
2230.5, 0.0076
2230.62, 0.0084
2230.75, 0.0096
2230.88, 0.0101
2231, 0.0096
2231.12, 0.0087
2231.25, 0.0082
2231.38, 0.0079
2231.5, 0.0075
2231.62, 0.0071
2231.75, 0.0072
2231.88, 0.0081
2232, 0.0091
2232.12, 0.0094
2232.25, 0.0088
2232.38, 0.008
2232.5, 0.0079
2232.62, 0.0084
2232.75, 0.0089
2232.88, 0.0089
2233, 0.0085
2233.12, 0.0081
2233.25, 0.0081
2233.38, 0.0085
2233.5, 0.0091
2233.62, 0.0093
2233.75, 0.0091
2233.88, 0.0091
2234, 0.0095
2234.12, 0.0098
2234.25, 0.0095
2234.38, 0.0086
2234.5, 0.008
2234.62, 0.0079
2234.75, 0.008
2234.88, 0.0078
2235, 0.0075
2235.12, 0.0077
2235.25, 0.0086
2235.38, 0.0095
2235.5, 0.0097
2235.62, 0.0091
2235.75, 0.0085
2235.88, 0.0086
2236, 0.0091
2236.12, 0.0093
2236.25, 0.0087
2236.38, 0.0079
2236.5, 0.0075
2236.62, 0.0076
2236.75, 0.008
2236.88, 0.0083
2237, 0.0083
2237.12, 0.0083
2237.25, 0.0086
2237.38, 0.0092
2237.5, 0.0096
2237.62, 0.0095
2237.75, 0.0089
2237.88, 0.0084
2238, 0.0083
2238.12, 0.0085
2238.25, 0.0085
2238.38, 0.0082
2238.5, 0.0079
2238.62, 0.0082
2238.75, 0.009
2238.88, 0.0096
2239, 0.0096
2239.12, 0.0088
2239.25, 0.0084
2239.38, 0.0086
2239.5, 0.0091
2239.62, 0.0089
2239.75, 0.008
2239.88, 0.0071
2240, 0.0073
2240.12, 0.0081
2240.25, 0.0089
2240.38, 0.0088
2240.5, 0.0082
2240.62, 0.0076
2240.75, 0.0077
2240.88, 0.0083
2241, 0.0087
2241.12, 0.0086
2241.25, 0.0082
2241.38, 0.0084
2241.5, 0.009
2241.62, 0.0095
2241.75, 0.0091
2241.88, 0.0082
2242, 0.0076
2242.12, 0.0077
2242.25, 0.008
2242.38, 0.0079
2242.5, 0.0074
2242.62, 0.0073
2242.75, 0.0078
2242.88, 0.0089
2243, 0.0096
2243.12, 0.0094
2243.25, 0.0089
2243.38, 0.0091
2243.5, 0.01
2243.62, 0.0109
2243.75, 0.0109
2243.88, 0.0099
2244, 0.0088
2244.12, 0.0083
2244.25, 0.0085
2244.38, 0.009
2244.5, 0.0089
2244.62, 0.0081
2244.75, 0.0075
2244.88, 0.0075
2245, 0.0077
2245.12, 0.0074
2245.25, 0.0068
2245.38, 0.0069
2245.5, 0.0079
2245.62, 0.0089
2245.75, 0.0094
2245.88, 0.0092
2246, 0.009
2246.12, 0.009
2246.25, 0.0091
2246.38, 0.009
2246.5, 0.0089
2246.62, 0.0087
2246.75, 0.0087
2246.88, 0.0091
2247, 0.0094
2247.12, 0.0093
2247.25, 0.0091
2247.38, 0.0092
2247.5, 0.01
2247.62, 0.0107
2247.75, 0.0107
2247.88, 0.0098
2248, 0.0087
2248.12, 0.0078
2248.25, 0.0073
2248.38, 0.0074
2248.5, 0.0077
2248.62, 0.0081
2248.75, 0.0083
2248.88, 0.0084
2249, 0.0084
2249.12, 0.0081
2249.25, 0.0078
2249.38, 0.0081
2249.5, 0.0086
2249.62, 0.0088
2249.75, 0.0081
2249.88, 0.0072
2250, 0.0068
