# DCl spectrum
# xmin= 1900 cm^-1
# xmax= 2250 cm^-1

Wavenumber, Absorbance
2060.62, 0.008
2060.75, 0.0087
2060.88, 0.0087
2061, 0.0084
2061.12, 0.0079
2061.25, 0.0071
2061.38, 0.0062
2061.5, 0.0065
2061.62, 0.0076
2061.75, 0.0079
2061.88, 0.007
2062, 0.0066
2062.12, 0.0072
2062.25, 0.0076
2062.38, 0.0071
2062.5, 0.0068
2062.62, 0.0073
2062.75, 0.0076
2062.88, 0.0073
2063, 0.007
2063.12, 0.0072
2063.25, 0.0073
2063.38, 0.0072
2063.5, 0.0077
2063.62, 0.0086
2063.75, 0.0086
2063.88, 0.0073
2064, 0.0063
2064.12, 0.007
2064.25, 0.0082
2064.38, 0.0082
2064.5, 0.0075
2064.62, 0.0074
2064.75, 0.0081
2064.88, 0.0086
2065, 0.0091
2065.12, 0.0095
2065.25, 0.0092
2065.38, 0.0085
2065.5, 0.0085
2065.62, 0.0093
2065.75, 0.0099
2065.88, 0.0112
2066, 0.0173
2066.12, 0.03
2066.25, 0.0436
2066.38, 0.0487
2066.5, 0.0419
2066.62, 0.0288
2066.75, 0.0174
2066.88, 0.0115
2067, 0.0099
2067.12, 0.0098
2067.25, 0.0091
2067.38, 0.0079
2067.5, 0.0079
2067.62, 0.009
2067.75, 0.0096
2067.88, 0.009
2068, 0.0086
2068.12, 0.0092
2068.25, 0.0096
2068.38, 0.0095
2068.5, 0.0101
2068.62, 0.012
2068.75, 0.0162
2068.88, 0.0281
2069, 0.0549
2069.12, 0.0937
2069.25, 0.123
2069.38, 0.1189
2069.5, 0.0858
2069.62, 0.05
2069.75, 0.0276
2069.88, 0.0174
2070, 0.0125
2070.12, 0.01
2070.25, 0.0099
2070.38, 0.0104
2070.5, 0.0099
2070.62, 0.0087
2070.75, 0.0084
2070.88, 0.0085
2071, 0.0083
2071.12, 0.0082
2071.25, 0.0083
2071.38, 0.008
2071.5, 0.0071
2071.62, 0.0066
2071.75, 0.007
2071.88, 0.0073
2072, 0.0066
2072.12, 0.0058
2072.25, 0.0063
2072.38, 0.0074
2072.5, 0.008
2072.62, 0.0082
2072.75, 0.0085
2072.88, 0.0085
2073, 0.0081
2073.12, 0.0076
2073.25, 0.0072
2073.38, 0.0069
2073.5, 0.0065
2073.62, 0.0068
2073.75, 0.0077
2073.88, 0.0083
2074, 0.0078
2074.12, 0.007
2074.25, 0.0065
2074.38, 0.0067
2074.5, 0.0072
2074.62, 0.0078
2074.75, 0.0083
2074.88, 0.0083
2075, 0.008
2075.12, 0.0076
2075.25, 0.0073
2075.38, 0.0069
2075.5, 0.0067
2075.62, 0.007
2075.75, 0.0075
2075.88, 0.0074
2076, 0.0069
2076.12, 0.0066
2076.25, 0.0066
2076.38, 0.0068
2076.5, 0.0071
2076.62, 0.0079
2076.75, 0.0092
2076.88, 0.0115
2077, 0.0158
2077.12, 0.0223
2077.25, 0.0279
2077.38, 0.0286
2077.5, 0.0239
2077.62, 0.0173
2077.75, 0.0124
2077.88, 0.01
2078, 0.0092
2078.12, 0.0089
2078.25, 0.0087
2078.38, 0.0084
2078.5, 0.0079
2078.62, 0.0073
2078.75, 0.0069
2078.88, 0.0066
2079, 0.0068
2079.12, 0.0076
2079.25, 0.0084
2079.38, 0.0087
2079.5, 0.0092
2079.62, 0.0107
2079.75, 0.0139
2079.88, 0.0214
2080, 0.0363
2080.12, 0.0569
2080.25, 0.0722
2080.38, 0.0703
2080.5, 0.0525
2080.62, 0.0317
2080.75, 0.018
2080.88, 0.0117
2081, 0.0088
2081.12, 0.0074
2081.25, 0.0074
2081.38, 0.0078
2081.5, 0.0076
2081.62, 0.0072
2081.75, 0.0075
2081.88, 0.0079
2082, 0.0075
2082.12, 0.0069
2082.25, 0.0071
2082.38, 0.0076
2082.5, 0.0075
2082.62, 0.0071
2082.75, 0.0072
2082.88, 0.0075
2083, 0.0073
2083.12, 0.0069
2083.25, 0.007
2083.38, 0.0074
2083.5, 0.0077
2083.62, 0.0081
2083.75, 0.0087
2083.88, 0.0089
2084, 0.0084
2084.12, 0.0079
2084.25, 0.0081
2084.38, 0.0081
2084.5, 0.0075
2084.62, 0.0067
2084.75, 0.0068
2084.88, 0.0072
2085, 0.0071
2085.12, 0.0069
2085.25, 0.0074
2085.38, 0.0081
2085.5, 0.008
2085.62, 0.0072
2085.75, 0.0068
2085.88, 0.0069
2086, 0.0071
2086.12, 0.0073
2086.25, 0.0077
2086.38, 0.0081
2086.5, 0.008
2086.62, 0.0074
2086.75, 0.0069
2086.88, 0.0067
2087, 0.0065
2087.12, 0.0067
2087.25, 0.0072
2087.38, 0.0075
2087.5, 0.0076
2087.62, 0.0077
2087.75, 0.0083
2087.88, 0.0087
2088, 0.0085
2088.12, 0.0078
2088.25, 0.0075
2088.38, 0.0071
2088.5, 0.0066
2088.62, 0.0063
2088.75, 0.0064
2088.88, 0.0066
2089, 0.0066
2089.12, 0.0065
2089.25, 0.0066
2089.38, 0.0069
2089.5, 0.0071
2089.62, 0.0075
2089.75, 0.008
2089.88, 0.0081
2090, 0.0076
2090.12, 0.007
2090.25, 0.0071
2090.38, 0.0074
2090.5, 0.0073
2090.62, 0.007
2090.75, 0.0071
2090.88, 0.0076
2091, 0.0078
2091.12, 0.0079
2091.25, 0.008
2091.38, 0.0079
2091.5, 0.0073
2091.62, 0.007
2091.75, 0.0073
2091.88, 0.0076
2092, 0.0072
2092.12, 0.0067
2092.25, 0.0066
2092.38, 0.0068
2092.5, 0.0067
2092.62, 0.0064
2092.75, 0.0064
2092.88, 0.0064
2093, 0.0062
2093.12, 0.0061
2093.25, 0.0066
2093.38, 0.0072
2093.5, 0.0073
2093.62, 0.0072
2093.75, 0.0076
2093.88, 0.0081
2094, 0.0077
2094.12, 0.0068
2094.25, 0.0064
2094.38, 0.0069
2094.5, 0.0075
2094.62, 0.0077
2094.75, 0.0077
2094.88, 0.0075
2095, 0.0072
2095.12, 0.0069
2095.25, 0.007
2095.38, 0.0071
2095.5, 0.0066
2095.62, 0.006
2095.75, 0.006
2095.88, 0.0064
2096, 0.0067
2096.12, 0.0068
2096.25, 0.0071
2096.38, 0.0077
2096.5, 0.0079
2096.62, 0.0076
2096.75, 0.0072
2096.88, 0.0071
2097, 0.007
2097.12, 0.0071
2097.25, 0.0076
2097.38, 0.0082
2097.5, 0.0084
2097.62, 0.0082
2097.75, 0.0081
2097.88, 0.0083
2098, 0.0085
2098.12, 0.0095
2098.25, 0.0129
2098.38, 0.0195
2098.5, 0.0266
2098.62, 0.0299
2098.75, 0.0271
2098.88, 0.0203
2099, 0.0136
2099.12, 0.0098
2099.25, 0.0086
2099.38, 0.0083
2099.5, 0.0076
2099.62, 0.0072
2099.75, 0.0075
2099.88, 0.0081
2100, 0.0081
2100.12, 0.0077
2100.25, 0.0077
2100.38, 0.0082
2100.5, 0.0086
2100.62, 0.0086
2100.75, 0.0087
2100.88, 0.0092
2101, 0.0101
2101.12, 0.0129
2101.25, 0.0217
2101.38, 0.0396
2101.5, 0.062
2101.62, 0.076
2101.75, 0.0708
2101.88, 0.0509
2102, 0.0302
2102.12, 0.0176
2102.25, 0.0124
2102.38, 0.0099
2102.5, 0.0085
2102.62, 0.0087
2102.75, 0.0097
2102.88, 0.0096
2103, 0.0084
2103.12, 0.0079
2103.25, 0.0087
2103.38, 0.0092
2103.5, 0.0088
2103.62, 0.0084
2103.75, 0.0084
2103.88, 0.0082
2104, 0.0077
2104.12, 0.0078
2104.25, 0.0082
2104.38, 0.0079
2104.5, 0.0073
2104.62, 0.0074
2104.75, 0.0083
2104.88, 0.0085
2105, 0.0074
2105.12, 0.0066
2105.25, 0.0067
2105.38, 0.0071
2105.5, 0.0073
2105.62, 0.0076
2105.75, 0.0083
2105.88, 0.0083
2106, 0.0076
2106.12, 0.0072
2106.25, 0.0077
2106.38, 0.0077
2106.5, 0.0068
2106.62, 0.0064
2106.75, 0.0071
2106.88, 0.0078
2107, 0.0078
2107.12, 0.0079
2107.25, 0.0086
2107.38, 0.0086
2107.5, 0.0076
2107.62, 0.0067
2107.75, 0.0068
2107.88, 0.007
2108, 0.0068
2108.12, 0.0072
2108.25, 0.0085
2108.38, 0.0102
2108.5, 0.0143
2108.62, 0.0245
2108.75, 0.0395
2108.88, 0.0505
2109, 0.0488
2109.12, 0.0365
2109.25, 0.0232
2109.38, 0.0149
2109.5, 0.0112
2109.62, 0.0097
2109.75, 0.009
2109.88, 0.0085
2110, 0.0078
2110.12, 0.0077
2110.25, 0.0086
2110.38, 0.0093
2110.5, 0.009
2110.62, 0.0087
2110.75, 0.0094
2110.88, 0.0101
2111, 0.0101
2111.12, 0.0106
2111.25, 0.0128
2111.38, 0.0163
2111.5, 0.024
2111.62, 0.0439
2111.75, 0.0802
2111.88, 0.1192
2112, 0.1327
2112.12, 0.1087
2112.25, 0.0683
2112.38, 0.0365
2112.5, 0.0202
2112.62, 0.0139
2112.75, 0.0113
2112.88, 0.0103
2113, 0.01
2113.12, 0.0092
2113.25, 0.0079
2113.38, 0.0073
2113.5, 0.0077
2113.62, 0.0085
2113.75, 0.0089
2113.88, 0.0091
2114, 0.0091
2114.12, 0.0088
2114.25, 0.0087
2114.38, 0.0088
2114.5, 0.0086
2114.62, 0.0078
2114.75, 0.0072
2114.88, 0.0072
2115, 0.0076
2115.12, 0.0077
2115.25, 0.0077
2115.38, 0.0077
2115.5, 0.0076
2115.62, 0.0076
2115.75, 0.0078
2115.88, 0.0079
2116, 0.0073
2116.12, 0.0065
2116.25, 0.0067
2116.38, 0.0076
2116.5, 0.0083
2116.62, 0.0082
2116.75, 0.008
2116.88, 0.0081
2117, 0.008
2117.12, 0.008
2117.25, 0.008
2117.38, 0.0078
2117.5, 0.0073
2117.62, 0.0072
2117.75, 0.0081
2117.88, 0.0089
2118, 0.0086
2118.12, 0.0082
2118.25, 0.0089
2118.38, 0.0107
2118.5, 0.0141
2118.62, 0.0229
2118.75, 0.0395
2118.88, 0.0579
2119, 0.0652
2119.12, 0.0552
2119.25, 0.0362
2119.38, 0.0201
2119.5, 0.0114
2119.62, 0.0081
2119.75, 0.0076
2119.88, 0.0085
2120, 0.0093
2120.12, 0.0093
2120.25, 0.0093
2120.38, 0.0101
2120.5, 0.0108
2120.62, 0.0104
2120.75, 0.0099
2120.88, 0.0103
2121, 0.0111
2121.12, 0.0112
2121.25, 0.0118
2121.38, 0.0139
2121.5, 0.0187
2121.62, 0.0317
2121.75, 0.0621
2121.88, 0.1115
2122, 0.1587
2122.12, 0.1663
2122.25, 0.1266
2122.38, 0.074
2122.5, 0.038
2122.62, 0.022
2122.75, 0.0161
2122.88, 0.0124
2123, 0.0102
2123.12, 0.0099
2123.25, 0.0097
2123.38, 0.0084
2123.5, 0.0077
2123.62, 0.0084
2123.75, 0.0093
2123.88, 0.0091
2124, 0.0084
2124.12, 0.008
2124.25, 0.0075
2124.38, 0.0069
2124.5, 0.0068
2124.62, 0.0075
2124.75, 0.0079
2124.88, 0.0074
2125, 0.0071
2125.12, 0.0077
2125.25, 0.0082
2125.38, 0.0078
2125.5, 0.0069
2125.62, 0.0065
2125.75, 0.0067
2125.88, 0.0068
2126, 0.0071
2126.12, 0.0078
2126.25, 0.0084
2126.38, 0.0083
2126.5, 0.0085
2126.62, 0.0093
2126.75, 0.0098
2126.88, 0.0093
2127, 0.0087
2127.12, 0.0088
2127.25, 0.0089
2127.38, 0.0082
2127.5, 0.0074
2127.62, 0.0077
2127.75, 0.0087
2127.88, 0.009
2128, 0.0091
2128.12, 0.0099
2128.25, 0.0118
2128.38, 0.0171
2128.5, 0.0301
2128.62, 0.051
2128.75, 0.0694
2128.88, 0.0711
2129, 0.0545
2129.12, 0.0336
2129.25, 0.0196
2129.38, 0.0132
2129.5, 0.0101
2129.62, 0.0086
2129.75, 0.0087
2129.88, 0.0092
2130, 0.0087
2130.12, 0.0083
2130.25, 0.0089
2130.38, 0.0095
2130.5, 0.0093
2130.62, 0.0096
2130.75, 0.0109
2130.88, 0.0116
2131, 0.011
2131.12, 0.0117
2131.25, 0.0153
2131.38, 0.0222
2131.5, 0.0377
2131.62, 0.0726
2131.75, 0.1288
2131.88, 0.1801
2132, 0.1832
2132.12, 0.1344
2132.25, 0.0758
2132.38, 0.0376
2132.5, 0.0209
2132.62, 0.0148
2132.75, 0.0116
2132.88, 0.0103
2133, 0.0102
2133.12, 0.01
2133.25, 0.0094
2133.38, 0.0095
2133.5, 0.0099
2133.62, 0.0093
2133.75, 0.0082
2133.88, 0.0079
2134, 0.0083
2134.12, 0.0082
2134.25, 0.0076
2134.38, 0.0074
2134.5, 0.0076
2134.62, 0.008
2134.75, 0.0084
2134.88, 0.0087
2135, 0.0084
2135.12, 0.0078
2135.25, 0.0078
2135.38, 0.0087
2135.5, 0.0093
2135.62, 0.0087
2135.75, 0.0077
2135.88, 0.0074
2136, 0.0078
2136.12, 0.008
2136.25, 0.008
2136.38, 0.008
2136.5, 0.0082
2136.62, 0.0085
2136.75, 0.0087
2136.88, 0.0085
2137, 0.0078
2137.12, 0.0072
2137.25, 0.0076
2137.38, 0.0084
2137.5, 0.0091
2137.62, 0.0098
2137.75, 0.0109
2137.88, 0.0131
2138, 0.019
2138.12, 0.0328
2138.25, 0.0538
2138.38, 0.0706
2138.5, 0.0696
2138.62, 0.0515
2138.75, 0.0307
2138.88, 0.0177
2139, 0.0121
2139.12, 0.0094
2139.25, 0.0082
2139.38, 0.0088
2139.5, 0.0096
2139.62, 0.0091
2139.75, 0.0087
2139.88, 0.0096
2140, 0.0106
2140.12, 0.0102
2140.25, 0.0098
2140.38, 0.0104
2140.5, 0.0111
2140.62, 0.0112
2140.75, 0.0125
2140.88, 0.0156
2141, 0.0211
2141.12, 0.0353
2141.25, 0.0696
2141.38, 0.1262
2141.5, 0.1789
2141.62, 0.1835
2141.75, 0.1354
2141.88, 0.077
2142, 0.0386
2142.12, 0.0213
2142.25, 0.0144
2142.38, 0.0106
2142.5, 0.0092
2142.62, 0.0095
2142.75, 0.0097
2142.88, 0.0093
2143, 0.0093
2143.12, 0.0093
2143.25, 0.0086
2143.38, 0.0078
2143.5, 0.0085
2143.62, 0.0097
2143.75, 0.0098
2143.88, 0.0092
2144, 0.0092
2144.12, 0.0098
2144.25, 0.0096
2144.38, 0.0085
2144.5, 0.0078
2144.62, 0.0082
2144.75, 0.0086
2144.88, 0.0088
2145, 0.009
2145.12, 0.0092
2145.25, 0.009
2145.38, 0.0085
2145.5, 0.0085
2145.62, 0.0087
2145.75, 0.0085
2145.88, 0.0079
2146, 0.008
2146.12, 0.0086
2146.25, 0.0088
2146.38, 0.0084
2146.5, 0.0084
2146.62, 0.0091
2146.75, 0.0092
2146.88, 0.0087
2147, 0.0087
2147.12, 0.0096
2147.25, 0.0119
2147.38, 0.0186
2147.5, 0.0336
2147.62, 0.0544
2147.75, 0.0685
2147.88, 0.064
2148, 0.0449
2148.12, 0.0257
2148.25, 0.0153
2148.38, 0.0115
2148.5, 0.0096
2148.62, 0.0087
2148.75, 0.0094
2148.88, 0.0101
2149, 0.0094
2149.12, 0.0084
2149.25, 0.0084
2149.38, 0.0087
2149.5, 0.0081
2149.62, 0.0077
2149.75, 0.0087
2149.88, 0.0099
2150, 0.0105
2150.12, 0.012
2150.25, 0.0147
2150.38, 0.0191
2150.5, 0.0306
2150.62, 0.0608
2150.75, 0.1131
2150.88, 0.1649
2151, 0.1742
2151.12, 0.1317
2151.25, 0.0755
2151.38, 0.0376
2151.5, 0.0211
2151.62, 0.0153
2151.75, 0.0121
2151.88, 0.0103
2152, 0.0102
2152.12, 0.01
2152.25, 0.009
2152.38, 0.0086
2152.5, 0.0088
2152.62, 0.0089
2152.75, 0.0088
2152.88, 0.0092
2153, 0.0097
2153.12, 0.0092
2153.25, 0.008
2153.38, 0.0074
2153.5, 0.0076
2153.62, 0.0079
2153.75, 0.008
2153.88, 0.0083
2154, 0.0088
2154.12, 0.0089
2154.25, 0.0089
2154.38, 0.0091
2154.5, 0.0092
2154.62, 0.0086
2154.75, 0.0079
2154.88, 0.0078
2155, 0.0078
2155.12, 0.0074
2155.25, 0.0068
2155.38, 0.0069
2155.5, 0.0076
2155.62, 0.0081
2155.75, 0.0081
2155.88, 0.0076
2156, 0.0073
2156.12, 0.008
2156.25, 0.0097
2156.38, 0.0128
2156.5, 0.0193
2156.62, 0.0322
2156.75, 0.0497
2156.88, 0.0617
2157, 0.0578
2157.12, 0.0408
2157.25, 0.0235
2157.38, 0.0145
2157.5, 0.0118
2157.62, 0.0104
2157.75, 0.0093
2157.88, 0.0094
2158, 0.0095
2158.12, 0.0081
2158.25, 0.0068
2158.38, 0.0072
2158.5, 0.0079
2158.62, 0.0073
2158.75, 0.0068
2158.88, 0.0083
2159, 0.0105
2159.12, 0.0115
2159.25, 0.0124
2159.38, 0.0143
2159.5, 0.0175
2159.62, 0.0258
2159.75, 0.0494
2159.88, 0.0929
2160, 0.1392
2160.12, 0.1521
2160.25, 0.1192
2160.38, 0.0704
2160.5, 0.0352
2160.62, 0.0187
2160.75, 0.0126
2160.88, 0.0099
2161, 0.0091
2161.12, 0.0094
2161.25, 0.0091
2161.38, 0.0081
2161.5, 0.0078
2161.62, 0.0083
2161.75, 0.0085
2161.88, 0.008
2162, 0.0078
2162.12, 0.008
2162.25, 0.008
2162.38, 0.0077
2162.5, 0.0077
2162.62, 0.0077
2162.75, 0.0073
2162.88, 0.0072
2163, 0.0079
2163.12, 0.0087
2163.25, 0.0084
2163.38, 0.0075
2163.5, 0.0074
2163.62, 0.0082
2163.75, 0.0086
2163.88, 0.0081
2164, 0.0074
2164.12, 0.0071
2164.25, 0.0069
2164.38, 0.007
2164.5, 0.0076
2164.62, 0.0083
2164.75, 0.0083
2164.88, 0.0081
2165, 0.0087
2165.12, 0.0101
2165.25, 0.012
2165.38, 0.0167
2165.5, 0.027
2165.62, 0.0409
2165.75, 0.0494
2165.88, 0.0451
2166, 0.0313
2166.12, 0.0182
2166.25, 0.0116
2166.38, 0.0097
2166.5, 0.0089
2166.62, 0.0082
2166.75, 0.0084
2166.88, 0.0087
2167, 0.0083
2167.12, 0.0078
2167.25, 0.0082
2167.38, 0.0085
2167.5, 0.0078
2167.62, 0.0072
2167.75, 0.008
2167.88, 0.0091
2168, 0.0092
2168.12, 0.0093
2168.25, 0.0105
2168.38, 0.0128
2168.5, 0.0186
2168.62, 0.036
2168.75, 0.07
2168.88, 0.1096
2169, 0.1267
2169.12, 0.1053
2169.25, 0.0647
2169.38, 0.0321
2169.5, 0.0164
2169.62, 0.0114
2169.75, 0.0096
2169.88, 0.0091
2170, 0.0096
2170.12, 0.0096
2170.25, 0.0085
2170.38, 0.0076
2170.5, 0.008
2170.62, 0.0083
2170.75, 0.0077
2170.88, 0.0074
2171, 0.0079
2171.12, 0.0085
2171.25, 0.0084
2171.38, 0.0083
2171.5, 0.0083
2171.62, 0.0079
2171.75, 0.0073
2171.88, 0.0071
2172, 0.0074
2172.12, 0.0077
2172.25, 0.0076
2172.38, 0.0078
2172.5, 0.0085
2172.62, 0.0087
2172.75, 0.0082
2172.88, 0.0079
2173, 0.0085
2173.12, 0.009
2173.25, 0.0088
2173.38, 0.0082
2173.5, 0.0078
2173.62, 0.0078
2173.75, 0.0081
2173.88, 0.0094
2174, 0.0138
2174.12, 0.0226
2174.25, 0.0336
2174.38, 0.0403
2174.5, 0.037
2174.62, 0.0257
2174.75, 0.0146
2174.88, 0.0093
2175, 0.0085
2175.12, 0.0086
2175.25, 0.0084
2175.38, 0.0086
2175.5, 0.0088
2175.62, 0.0081
2175.75, 0.0074
2175.88, 0.0079
2176, 0.0086
2176.12, 0.0078
2176.25, 0.0068
2176.38, 0.0075
2176.5, 0.0093
2176.62, 0.0099
2176.75, 0.0096
2176.88, 0.0103
2177, 0.0118
2177.12, 0.0151
2177.25, 0.0263
2177.38, 0.051
2177.5, 0.0823
2177.62, 0.0981
2177.75, 0.0843
2177.88, 0.0534
2178, 0.0273
2178.12, 0.0143
2178.25, 0.0098
2178.38, 0.0081
2178.5, 0.0079
2178.62, 0.0089
2178.75, 0.0096
2178.88, 0.0093
2179, 0.0088
2179.12, 0.0091
2179.25, 0.0095
2179.38, 0.0092
2179.5, 0.0089
2179.62, 0.0087
2179.75, 0.0084
2179.88, 0.0079
2180, 0.0079
2180.12, 0.0081
2180.25, 0.0079
2180.38, 0.0075
2180.5, 0.0078
2180.62, 0.0087
2180.75, 0.0089
2180.88, 0.0082
2181, 0.0075
2181.12, 0.0075
2181.25, 0.0081
2181.38, 0.0085
2181.5, 0.0086
2181.62, 0.0084
2181.75, 0.008
2181.88, 0.0077
2182, 0.0078
2182.12, 0.008
2182.25, 0.0085
2182.38, 0.0112
2182.5, 0.0175
2182.62, 0.0257
2182.75, 0.0305
2182.88, 0.028
2183, 0.0204
2183.12, 0.0136
2183.25, 0.0104
2183.38, 0.0095
2183.5, 0.0086
2183.62, 0.0075
2183.75, 0.0073
2183.88, 0.0079
2184, 0.0085
2184.12, 0.0088
2184.25, 0.009
2184.38, 0.009
2184.5, 0.0087
2184.62, 0.0085
2184.75, 0.0088
2184.88, 0.0088
2185, 0.0082
2185.12, 0.0079
2185.25, 0.0088
2185.38, 0.0098
2185.5, 0.0112
2185.62, 0.0179
2185.75, 0.0349
2185.88, 0.0585
2186, 0.0734
2186.12, 0.0669
2186.25, 0.045
2186.38, 0.0241
2186.5, 0.0131
2186.62, 0.0097
2186.75, 0.0085
2186.88, 0.0076
2187, 0.0076
2187.12, 0.0079
2187.25, 0.0079
2187.38, 0.0082
2187.5, 0.009
2187.62, 0.0093
2187.75, 0.0083
2187.88, 0.0074
2188, 0.0076
2188.12, 0.0084
2188.25, 0.0088
2188.38, 0.0087
2188.5, 0.0089
2188.62, 0.0089
2188.75, 0.0083
2188.88, 0.0073
2189, 0.0068
2189.12, 0.0067
2189.25, 0.0069
2189.38, 0.0075
2189.5, 0.0083
2189.62, 0.0085
2189.75, 0.0079
2189.88, 0.0073
2190, 0.0075
2190.12, 0.008
2190.25, 0.0083
2190.38, 0.009
2190.5, 0.0114
2190.62, 0.0161
2190.75, 0.0211
2190.88, 0.0234
2191, 0.0208
2191.12, 0.0149
2191.25, 0.0097
2191.38, 0.0079
2191.5, 0.0083
2191.62, 0.0085
2191.75, 0.0078
2191.88, 0.0073
2192, 0.0074
2192.12, 0.0076
2192.25, 0.008
2192.38, 0.009
2192.5, 0.0097
2192.62, 0.009
2192.75, 0.0077
2192.88, 0.0073
2193, 0.0078
2193.12, 0.0076
2193.25, 0.0071
2193.38, 0.0078
2193.5, 0.0095
2193.62, 0.0113
2193.75, 0.0153
2193.88, 0.0255
2194, 0.0408
2194.12, 0.0512
2194.25, 0.0476
2194.38, 0.033
2194.5, 0.0184
2194.62, 0.0108
2194.75, 0.0088
2194.88, 0.0085
2195, 0.0082
2195.12, 0.008
2195.25, 0.0078
2195.38, 0.0077
2195.5, 0.0083
2195.62, 0.0093
2195.75, 0.0095
2195.88, 0.0086
2196, 0.0075
2196.12, 0.0072
2196.25, 0.0074
2196.38, 0.0073
2196.5, 0.007
2196.62, 0.0068
2196.75, 0.0068
2196.88, 0.0073
2197, 0.0081
2197.12, 0.0085
2197.25, 0.0077
2197.38, 0.0066
2197.5, 0.0064
2197.62, 0.007
2197.75, 0.0074
2197.88, 0.0073
2198, 0.0073
2198.12, 0.008
2198.25, 0.0093
2198.38, 0.0112
2198.5, 0.0142
2198.62, 0.0173
2198.75, 0.0184
2198.88, 0.0163
2199, 0.0123
2199.12, 0.0091
2199.25, 0.0077
2199.38, 0.0074
2199.5, 0.0077
2199.62, 0.0081
2199.75, 0.0084
2199.88, 0.0082
2200, 0.0076
2200.12, 0.0074
2200.25, 0.0081
2200.38, 0.0087
2200.5, 0.0085
2200.62, 0.0078
2200.75, 0.0076
2200.88, 0.0078
2201, 0.0081
2201.12, 0.008
2201.25, 0.0079
2201.38, 0.0079
2201.5, 0.0083
2201.62, 0.0115
2201.75, 0.0193
2201.88, 0.0299
2202, 0.0364
2202.12, 0.0335
2202.25, 0.0237
2202.38, 0.0144
2202.5, 0.0097
2202.62, 0.0084
2202.75, 0.0079
2202.88, 0.0077
2203, 0.0082
2203.12, 0.0087
2203.25, 0.0082
2203.38, 0.0074
2203.5, 0.0073
2203.62, 0.0079
2203.75, 0.0081
2203.88, 0.0077
2204, 0.0075
2204.12, 0.0077
2204.25, 0.0082
2204.38, 0.009
2204.5, 0.0099
2204.62, 0.0101
2204.75, 0.0095
2204.88, 0.009
2205, 0.0093
2205.12, 0.0094
2205.25, 0.0085
2205.38, 0.0073
2205.5, 0.0069
2205.62, 0.0072
2205.75, 0.0075
2205.88, 0.0079
2206, 0.0094
2206.12, 0.012
2206.25, 0.014
2206.38, 0.0139
2206.5, 0.012
2206.62, 0.0095
2206.75, 0.0078
2206.88, 0.0075
2207, 0.008
2207.12, 0.0084
2207.25, 0.0081
2207.38, 0.0077
2207.5, 0.0076
2207.62, 0.0078
2207.75, 0.0078
2207.88, 0.0077
2208, 0.0076
2208.12, 0.0074
2208.25, 0.0072
2208.38, 0.0073
2208.5, 0.0079
2208.62, 0.0082
2208.75, 0.0079
2208.88, 0.0074
2209, 0.0074
2209.12, 0.008
2209.25, 0.0103
2209.38, 0.0152
2209.5, 0.0216
2209.62, 0.0255
2209.75, 0.0239
2209.88, 0.0184
2210, 0.0132
2210.12, 0.0105
2210.25, 0.0093
2210.38, 0.0085
2210.5, 0.0081
2210.62, 0.0083
2210.75, 0.0085
2210.88, 0.0085
2211, 0.0086
2211.12, 0.0088
2211.25, 0.0087
2211.38, 0.0081
2211.5, 0.0076
2211.62, 0.0075
2211.75, 0.0075
2211.88, 0.0075
2212, 0.0075
2212.12, 0.0078
2212.25, 0.008
2212.38, 0.008
2212.5, 0.0081
2212.62, 0.0083
2212.75, 0.0083
2212.88, 0.0083
2213, 0.0086
2213.12, 0.0092
2213.25, 0.0096
2213.38, 0.0097
2213.5, 0.0101
2213.62, 0.0106
2213.75, 0.0105
2213.88, 0.0097
2214, 0.009
2214.12, 0.0089
2214.25, 0.0088
2214.38, 0.0083
2214.5, 0.0077
2214.62, 0.0076
2214.75, 0.0077
2214.88, 0.0079
2215, 0.008
2215.12, 0.0085
2215.25, 0.0088
2215.38, 0.0085
2215.5, 0.0077
2215.62, 0.0069
2215.75, 0.0066
2215.88, 0.0069
2216, 0.0077
2216.12, 0.0087
2216.25, 0.0093
2216.38, 0.0093
2216.5, 0.0093
2216.62, 0.0103
2216.75, 0.013
2216.88, 0.0159
2217, 0.0167
2217.12, 0.0144
2217.25, 0.0109
2217.38, 0.0084
2217.5, 0.0077
2217.62, 0.0079
2217.75, 0.0078
2217.88, 0.0076
2218, 0.0077
2218.12, 0.0081
2218.25, 0.0083
2218.38, 0.0081
2218.5, 0.0079
2218.62, 0.0081
2218.75, 0.0082
2218.88, 0.008
2219, 0.0078
2219.12, 0.0077
2219.25, 0.0079
2219.38, 0.0082
2219.5, 0.0084
2219.62, 0.0082
2219.75, 0.0078
2219.88, 0.0075
2220, 0.0077
2220.12, 0.0081
2220.25, 0.0083
2220.38, 0.0083
2220.5, 0.0085
2220.62, 0.0089
2220.75, 0.0092
2220.88, 0.0092
2221, 0.0091
2221.12, 0.0091
2221.25, 0.0091
2221.38, 0.0087
2221.5, 0.0082
2221.62, 0.008
2221.75, 0.0082
2221.88, 0.0084
2222, 0.0083
2222.12, 0.0082
2222.25, 0.0083
2222.38, 0.0085
2222.5, 0.0088
2222.62, 0.0087
2222.75, 0.0083
2222.88, 0.0079
2223, 0.0077
2223.12, 0.0078
2223.25, 0.0082
2223.38, 0.0086
2223.5, 0.0089
2223.62, 0.0092
2223.75, 0.0101
2223.88, 0.0118
