Wavenumber (cm^-1),Transmittance (%)
3074.128000,59.743065
3076.056000,61.106372
3077.985000,62.158382
3079.914000,63.514795
3081.842000,65.591143
3083.771000,68.123209
3085.699000,70.404092
3087.628000,72.006152
3089.556000,72.957022
3091.485000,73.474375
3093.414000,73.811580
3095.342000,74.233716
3097.271000,74.835179
3099.199000,75.438266
3101.128000,75.779494
3103.056000,75.764105
3104.985000,75.569822
3106.913000,75.675727
3108.842000,76.730442
3110.771000,78.889699
3112.699000,81.468095
3114.628000,83.733233
3116.556000,85.465870
3118.485000,86.721719
3120.413000,87.627919
3122.342000,88.304698
3124.271000,88.795809
3126.199000,89.112472
3128.128000,89.254070
3130.056000,89.213147
3131.985000,89.036533
3133.913000,88.879508
3135.842000,89.036836
3137.771000,89.618766
3139.699000,90.345967
3141.627000,90.938478
3143.556000,91.346925
3145.485000,91.632898
3147.413000,91.839697
3149.342000,91.989166
3151.270000,92.096020
3153.199000,92.192489
3155.127000,92.287379
3157.056000,92.377939
3158.985000,92.480313
3160.913000,92.616160
3162.842000,92.790772
3164.770000,92.987243
3166.699000,93.177325
3168.627000,93.338844
3170.556000,93.466067
3172.485000,93.563244
3174.413000,93.639020
3176.342000,93.695232
3178.270000,93.747335
3180.199000,93.816246
3182.127000,93.911831
3184.056000,94.017329
3185.984000,94.110476
3187.913000,94.180129
3189.842000,94.228919
3191.770000,94.268077
3193.699000,94.297116
3195.627000,94.325588
3197.556000,94.354103
3199.484000,94.380325
3201.413000,94.406170
3203.342000,94.437476
3205.270000,94.480193
3207.199000,94.531790
3209.127000,94.578125
3211.056000,94.620272
3212.984000,94.679671
3214.913000,94.743436
3216.842000,94.793598
3218.770000,94.827181
3220.698000,94.856125
3222.627000,94.884333
3224.556000,94.910089
3226.484000,94.927965
3228.413000,94.938405
3230.341000,94.938263
3232.270000,94.921836
3234.198000,94.915992
3236.127000,94.915585
3238.056000,94.907427
3239.984000,94.901236
3241.913000,94.891521
3243.841000,94.886625
3245.770000,94.878906
3247.698000,94.877864
3249.627000,94.886326
3251.556000,94.897965
3253.484000,94.910500
3255.413000,94.909136
3257.341000,94.916206
3259.270000,94.941190
3261.198000,94.953726
3263.127000,94.971011
3265.055000,94.995497
3266.984000,95.013199
3268.913000,95.019754
3270.841000,95.038073
3272.770000,95.074244
3274.698000,95.099004
3276.627000,95.125326
3278.555000,95.155816
3280.484000,95.169693
3282.413000,95.188008
3284.341000,95.202160
3286.270000,95.213991
3288.198000,95.227256
3290.127000,95.232339
3292.055000,95.241588
3293.984000,95.258386
3295.913000,95.279002
3297.841000,95.293658
3299.770000,95.294784
3301.698000,95.292752
3303.627000,95.284028
3305.555000,95.275861
3307.484000,95.290369
3309.412000,95.310893
3311.341000,95.324955
3313.270000,95.334429
3315.198000,95.337494
3317.127000,95.339267
3319.055000,95.342038
3320.984000,95.347217
3322.912000,95.359382
3324.841000,95.366020
3326.770000,95.366170
3328.698000,95.370032
3330.627000,95.379482
3332.555000,95.389409
3334.484000,95.392173
3336.412000,95.385500
3338.341000,95.385625
3340.270000,95.389557
3342.198000,95.386565
3344.126000,95.383954
3346.055000,95.386954
3347.984000,95.384123
3349.912000,95.378461
3351.841000,95.382970
3353.769000,95.389789
3355.698000,95.387145
3357.626000,95.380760
3359.555000,95.369692
3361.484000,95.352705
3363.412000,95.337860
3365.341000,95.313608
3367.269000,95.282655
3369.198000,95.263828
3371.126000,95.263398
3373.055000,95.269556
3374.984000,95.263085
3376.912000,95.254309
3378.841000,95.264449
3380.769000,95.296241
3382.698000,95.331316
3384.626000,95.363862
3386.555000,95.399153
3388.483000,95.430744
3390.412000,95.452457
3392.341000,95.483669
3394.269000,95.521990
3396.198000,95.544772
3398.126000,95.544194
3400.055000,95.537251
3401.983000,95.549601
3403.912000,95.561624
3405.841000,95.569567
3407.769000,95.566634
3409.698000,95.559621
3411.626000,95.552138
3413.555000,95.546603
3415.483000,95.536505
3417.412000,95.517969
3419.341000,95.507978
3421.269000,95.500780
3423.198000,95.477496
3425.126000,95.448621
3427.055000,95.426989
3428.983000,95.405710
3430.912000,95.390404
3432.840000,95.376052
3434.769000,95.371361
3436.698000,95.384604
3438.626000,95.408046
3440.555000,95.424866
3442.483000,95.436543
3444.412000,95.439697
3446.340000,95.445597
3448.269000,95.437525
3450.198000,95.424550
3452.126000,95.419589
3454.055000,95.413595
3455.983000,95.413226
3457.912000,95.423689
3459.840000,95.449758
3461.769000,95.481673
3463.698000,95.517881
3465.626000,95.553234
3467.554000,95.584757
3469.483000,95.618010
3471.412000,95.646022
3473.340000,95.668929
3475.269000,95.688465
3477.197000,95.703275
3479.126000,95.732989
3481.054000,95.781479
3482.983000,95.809790
3484.912000,95.828544
3486.840000,95.865155
3488.769000,95.890872
3490.697000,95.903165
3492.626000,95.919136
3494.554000,95.937691
3496.483000,95.954730
3498.412000,95.966457
3500.340000,95.984052
3502.269000,96.006056
3504.197000,96.026420
3506.126000,96.045172
3508.054000,96.086973
3509.983000,96.125409
3511.911000,96.140583
3513.840000,96.152907
3515.769000,96.174817
3517.697000,96.189084
3519.626000,96.199120
3521.554000,96.215735
3523.483000,96.230034
3525.411000,96.235915
3527.340000,96.233451
3529.269000,96.207502
3531.197000,96.171254
3533.126000,96.135985
3535.054000,96.092449
3536.983000,96.045418
3538.911000,96.001836
3540.840000,95.953655
3542.769000,95.917597
3544.697000,95.900219
3546.625000,95.881008
3548.554000,95.854214
3550.483000,95.874606
3552.411000,95.925765
3554.340000,95.968399
3556.268000,96.022556
3558.197000,96.078499
3560.125000,96.128054
3562.054000,96.173048
3563.983000,96.221987
3565.911000,96.284924
3567.840000,96.283272
3569.768000,96.206937
3571.697000,96.167538
3573.625000,96.161387
3575.554000,96.175632
3577.483000,96.209707
3579.411000,96.212369
3581.340000,96.167727
3583.268000,96.131582
3585.197000,96.200538
3587.125000,96.306307
3589.054000,96.300763
3590.982000,96.252099
3592.911000,96.257478
3594.840000,96.253737
3596.768000,96.240327
3598.697000,96.267424
3600.625000,96.322876
3602.554000,96.368039
3604.482000,96.430645
3606.411000,96.537805
3608.340000,96.644668
3610.268000,96.657865
3612.197000,96.674978
3614.125000,96.671610
3616.054000,96.701520
3617.982000,96.791540
3619.911000,96.794272
3621.840000,96.718506
3623.768000,96.708601
3625.697000,96.774759
3627.625000,96.948153
3629.554000,96.928261
3631.482000,96.735388
3633.411000,96.680202
3635.339000,96.646620
3637.268000,96.612693
3639.197000,96.580745
3641.125000,96.551643
3643.054000,96.540641
3644.982000,96.610836
3646.911000,96.768632
3648.839000,96.857015
3650.768000,96.728468
3652.697000,96.537532
3654.625000,96.512548
3656.554000,96.439580
3658.482000,96.229208
3660.411000,96.088718
3662.339000,96.013427
3664.268000,95.992354
3666.197000,96.073188
3668.125000,96.299635
3670.053000,96.490870
3671.982000,96.477793
3673.911000,96.623316
3675.839000,96.695528
3677.768000,96.502917
3679.696000,96.421688
3681.625000,96.379753
3683.553000,96.368367
3685.482000,96.428289
3687.411000,96.617443
3689.339000,96.658831
3691.268000,96.585984
3693.196000,96.538410
3695.125000,96.555576
3697.053000,96.601673
3698.982000,96.670791
3700.911000,96.759532
3702.839000,96.758877
3704.768000,96.728292
3706.696000,96.753860
3708.625000,96.824216
3710.553000,96.894041
3712.482000,96.835050
3714.410000,96.676120
3716.339000,96.633527
3718.268000,96.648776
3720.196000,96.669106
3722.125000,96.668907
3724.053000,96.633458
3725.982000,96.580387
3727.910000,96.459432
3729.839000,96.395349
3731.768000,96.402143
3733.696000,96.344998
3735.625000,96.315335
3737.553000,96.158744
3739.482000,96.021362
3741.410000,96.044080
3743.339000,96.267490
3745.268000,96.125681
3747.196000,95.900133
3749.125000,95.982399
3751.053000,95.962499
3752.982000,95.809775
3754.910000,95.713340
3756.839000,95.802310
3758.767000,95.877789
3760.696000,95.898477
3762.625000,95.894017
3764.553000,95.967148
3766.482000,95.990470
3768.410000,96.045000
3770.339000,96.040707
3772.267000,95.974129
3774.196000,95.961494
3776.125000,96.006359
3778.053000,96.096230
3779.982000,96.150321
3781.910000,96.147651
3783.839000,96.180303
3785.767000,96.189354
3787.696000,96.192034
3789.624000,96.191556
3791.553000,96.194978
3793.481000,96.205467
3795.410000,96.267721
3797.339000,96.252308
3799.267000,96.311778
3801.196000,96.387255
3803.124000,96.205958
3805.053000,96.158870
3806.981000,96.167344
3808.910000,95.985124
3810.839000,95.865899
3812.767000,95.844216
3814.696000,95.949735
3816.624000,95.876835
3818.553000,95.735804
3820.481000,95.751532
3822.410000,95.592907
3824.339000,95.432221
3826.267000,95.403373
3828.196000,95.385517
3830.124000,95.441965
3832.053000,95.488020
3833.981000,95.514923
3835.910000,95.615286
3837.838000,95.663010
3839.767000,95.531762
3841.696000,95.434053
3843.624000,95.355171
3845.553000,95.246635
3847.481000,95.177396
3849.410000,95.236295
3851.338000,95.499588
3853.267000,95.728563
3855.196000,95.485116
3857.124000,95.241492
3859.053000,95.183901
3860.981000,95.187636
3862.910000,95.191154
3864.838000,95.146205
3866.767000,95.032893
3868.695000,95.037410
3870.624000,94.916586
3872.552000,94.739790
3874.481000,94.652845
3876.410000,94.554865
3878.338000,94.554724
3880.267000,94.543359
3882.195000,94.422268
3884.124000,94.355548
3886.052000,94.213533
3887.981000,93.972948
3889.910000,93.904192
3891.838000,93.848155
3893.767000,93.787906
3895.695000,93.855038
3897.624000,94.017526
3899.552000,94.167218
3901.481000,94.255745
3903.410000,94.320162
3905.338000,94.331995
3907.267000,94.357803
3909.195000,94.425986
3911.124000,94.495690
3913.052000,94.560369
3914.981000,94.647790
3916.909000,94.718251
3918.838000,94.725531
3920.767000,94.719339
3922.695000,94.709992
3924.624000,94.689238
3926.552000,94.633857
3928.481000,94.604516
3930.409000,94.606394
3932.338000,94.599199
3934.267000,94.568850
3936.195000,94.553315
3938.124000,94.562029
3940.052000,94.580839
3941.981000,94.602299
3943.909000,94.583225
3945.838000,94.562575
3947.766000,94.556128
3949.695000,94.530849
3951.624000,94.497172
3953.552000,94.484650
3955.481000,94.498190
3957.409000,94.518430
3959.338000,94.556180
3961.266000,94.603050
3963.195000,94.661112
3965.124000,94.730651
3967.052000,94.804305
3968.981000,94.862521
3970.909000,94.915504
3972.838000,94.971643
3974.766000,95.014908
3976.695000,95.062180
3978.624000,95.103349
3980.552000,95.131059
3982.480000,95.148004
3984.409000,95.166849
3986.338000,95.189525
3988.266000,95.195474
3990.195000,95.190102
3992.123000,95.175290
3994.052000,95.152306
3995.980000,95.117301
3997.909000,95.071192
3999.838000,95.005045
4001.766000,100.000000
