# Frequency, Signal
-4.665933186637327594e+02,5.209739582264952495e-05
-4.663932786557311374e+02,5.222217890357363249e-05
-4.661932386477295722e+02,5.234735665121029966e-05
-4.659931986397279502e+02,5.247293063443406657e-05
-4.657931586317263282e+02,5.259890242967912719e-05
-4.655931186237247630e+02,5.272527362098241958e-05
-4.653930786157231410e+02,5.285204580002696693e-05
-4.651930386077215189e+02,5.297922056618513718e-05
-4.649929985997199537e+02,5.310679952656270229e-05
-4.647929585917183317e+02,5.323478429604285012e-05
-4.645929185837167665e+02,5.336317649733048757e-05
-4.643928785757151445e+02,5.349197776099704529e-05
-4.641928385677135225e+02,5.362118972552539750e-05
-4.639927985597119573e+02,5.375081403735508680e-05
-4.637927585517103353e+02,5.388085235092800971e-05
-4.635927185437087701e+02,5.401130632873408870e-05
-4.633926785357071481e+02,5.414217764135779802e-05
-4.631926385277055260e+02,5.427346796752418809e-05
-4.629925985197039608e+02,5.440517899414598727e-05
-4.627925585117023388e+02,5.453731241637070371e-05
-4.625925185037007168e+02,5.466986993762784912e-05
-4.623924784956991516e+02,5.480285326967671819e-05
-4.621924384876975296e+02,5.493626413265465593e-05
-4.619923984796959076e+02,5.507010425512510137e-05
-4.617923584716943424e+02,5.520437537412643087e-05
-4.615923184636927203e+02,5.533907923522103861e-05
-4.613922784556911552e+02,5.547421759254448482e-05
-4.611922384476895331e+02,5.560979220885540293e-05
-4.609921984396879679e+02,5.574580485558522385e-05
-4.607921584316863459e+02,5.588225731288870655e-05
-4.605921184236847239e+02,5.601915136969462446e-05
-4.603920784156831587e+02,5.615648882375655365e-05
-4.601920384076815367e+02,5.629427148170455532e-05
-4.599919983996799147e+02,5.643250115909657379e-05
-4.597919583916783495e+02,5.657117968047063408e-05
-4.595919183836767274e+02,5.671030887939727659e-05
-4.593918783756751054e+02,5.684989059853215449e-05
-4.591918383676735402e+02,5.698992668966922738e-05
-4.589917983596719182e+02,5.713041901379435476e-05
-4.587917583516703530e+02,5.727136944113882174e-05
-4.585917183436687310e+02,5.741277985123377953e-05
-4.583916783356671090e+02,5.755465213296470628e-05
-4.581916383276655438e+02,5.769698818462636936e-05
-4.579915983196639218e+02,5.783978991397803156e-05
-4.577915583116623566e+02,5.798305923829917232e-05
-4.575915183036607345e+02,5.812679808444569683e-05
-4.573914782956591125e+02,5.827100838890607060e-05
-4.571914382876575473e+02,5.841569209785830107e-05
-4.569913982796559253e+02,5.856085116722721057e-05
-4.567913582716543033e+02,5.870648756274187194e-05
-4.565913182636527381e+02,5.885260325999361336e-05
-4.563912782556511161e+02,5.899920024449459912e-05
-4.561912382476495509e+02,5.914628051173628846e-05
-4.559911982396479289e+02,5.929384606724896506e-05
-4.557911582316463068e+02,5.944189892666097512e-05
-4.555911182236447416e+02,5.959044111575891413e-05
-4.553910782156431196e+02,5.973947467054818635e-05
-4.551910382076415544e+02,5.988900163731339485e-05
-4.549909981996399324e+02,6.003902407268004620e-05
-4.547909581916383104e+02,6.018954404367592983e-05
-4.545909181836367452e+02,6.034056362779322930e-05
-4.543908781756351232e+02,6.049208491305115525e-05
-4.541908381676335011e+02,6.064410999805877497e-05
-4.539907981596319360e+02,6.079664099207839756e-05
-4.537907581516303139e+02,6.094968001508953504e-05
-4.535907181436287487e+02,6.110322919785298552e-05
-4.533906781356271267e+02,6.125729068197554650e-05
-4.531906381276255047e+02,6.141186661997533806e-05
-4.529905981196239395e+02,6.156695917534720734e-05
-4.527905581116223175e+02,6.172257052262892585e-05
-4.525905181036207523e+02,6.187870284746751560e-05
-4.523904780956191303e+02,6.203535834668665928e-05
-4.521904380876175082e+02,6.219253922835350074e-05
-4.519903980796159431e+02,6.235024771184709876e-05
-4.517903580716143210e+02,6.250848602792673182e-05
-4.515903180636126990e+02,6.266725641880044675e-05
-4.513902780556111338e+02,6.282656113819466454e-05
-4.511902380476095118e+02,6.298640245142423332e-05
-4.509901980396078898e+02,6.314678263546216969e-05
-4.507901580316063246e+02,6.330770397901098567e-05
-4.505901180236047026e+02,6.346916878257377170e-05
-4.503900780156031374e+02,6.363117935852599790e-05
-4.501900380076015153e+02,6.379373803118810148e-05
-4.499899979995999502e+02,6.395684713689776227e-05
-4.497899579915983281e+02,6.412050902408389960e-05
-4.495899179835967061e+02,6.428472605334011340e-05
-4.493898779755951409e+02,6.444950059749899273e-05
-4.491898379675935189e+02,6.461483504170738648e-05
-4.489897979595918969e+02,6.478073178350159285e-05
-4.487897579515903317e+02,6.494719323288333475e-05
-4.485897179435887097e+02,6.511422181239627743e-05
-4.483896779355870876e+02,6.528181995720311521e-05
-4.481896379275855224e+02,6.544999011516311905e-05
-4.479895979195839004e+02,6.561873474691036175e-05
-4.477895579115823352e+02,6.578805632593229551e-05
-4.475895179035807132e+02,6.595795733864907482e-05
-4.473894778955790912e+02,6.612844028449338092e-05
-4.471894378875775260e+02,6.629950767599078823e-05
-4.469893978795759040e+02,6.647116203884080848e-05
-4.467893578715743388e+02,6.664340591199830073e-05
-4.465893178635727168e+02,6.681624184775572170e-05
-4.463892778555710947e+02,6.698967241182579612e-05
-4.461892378475695295e+02,6.716370018342470219e-05
-4.459891978395679075e+02,6.733832775535628697e-05
-4.457891578315662855e+02,6.751355773409617336e-05
-4.455891178235647203e+02,6.768939273987722234e-05
-4.453890778155630983e+02,6.786583540677502231e-05
-4.451890378075615331e+02,6.804288838279435420e-05
-4.449889977995599111e+02,6.822055432995618519e-05
-4.447889577915582890e+02,6.839883592438506887e-05
-4.445889177835567239e+02,6.857773585639752138e-05
-4.443888777755551018e+02,6.875725683059096655e-05
-4.441888377675535367e+02,6.893740156593296579e-05
-4.439887977595519146e+02,6.911817279585165408e-05
-4.437887577515502926e+02,6.929957326832644705e-05
-4.435887177435487274e+02,6.948160574597926306e-05
-4.433886777355471054e+02,6.966427300616712755e-05
-4.431886377275454834e+02,6.984757784107457424e-05
-4.429885977195439182e+02,7.003152305780715754e-05
-4.427885577115422961e+02,7.021611147848594075e-05
-4.425885177035407310e+02,7.040134594034184881e-05
-4.423884776955391089e+02,7.058722929581163368e-05
-4.421884376875374869e+02,7.077376441263374496e-05
-4.419883976795359217e+02,7.096095417394546081e-05
-4.417883576715342997e+02,7.114880147838057464e-05
-4.415883176635327345e+02,7.133730924016755599e-05
-4.413882776555311125e+02,7.152648038922887702e-05
-4.411882376475294905e+02,7.171631787128047455e-05
-4.409881976395279253e+02,7.190682464793259434e-05
-4.407881576315263032e+02,7.209800369679112341e-05
-4.405881176235246812e+02,7.228985801155915264e-05
-4.403880776155231160e+02,7.248239060214012504e-05
-4.401880376075214940e+02,7.267560449474147195e-05
-4.399879975995198720e+02,7.286950273197850673e-05
-4.397879575915183068e+02,7.306408837297975495e-05
-4.395879175835166848e+02,7.325936449349285389e-05
-4.393878775755151196e+02,7.345533418599087207e-05
-4.391878375675134976e+02,7.365200055978026871e-05
-4.389877975595119324e+02,7.384936674110827040e-05
-4.387877575515103103e+02,7.404743587327287696e-05
-4.385877175435086883e+02,7.424621111673189151e-05
-4.383876775355071231e+02,7.444569564921384793e-05
-4.381876375275055011e+02,7.464589266582969719e-05
-4.379875975195038791e+02,7.484680537918484615e-05
-4.377875575115023139e+02,7.504843701949218560e-05
-4.375875175035006919e+02,7.525079083468648716e-05
-4.373874774954990698e+02,7.545387009053886789e-05
-4.371874374874975047e+02,7.565767807077256957e-05
-4.369873974794958826e+02,7.586221807717971372e-05
-4.367873574714943175e+02,7.606749342973842250e-05
-4.365873174634926954e+02,7.627350746673148467e-05
-4.363872774554910734e+02,7.648026354486523837e-05
-4.361872374474895082e+02,7.668776503938984975e-05
-4.359871974394878862e+02,7.689601534422033709e-05
-4.357871574314863210e+02,7.710501787205838089e-05
-4.355871174234846990e+02,7.731477605451532659e-05
-4.353870774154830769e+02,7.752529334223577011e-05
-4.351870374074815118e+02,7.773657320502226815e-05
-4.349869973994798897e+02,7.794861913196136319e-05
-4.347869573914782677e+02,7.816143463154955420e-05
-4.345869173834767025e+02,7.837502323182130026e-05
-4.343868773754750805e+02,7.858938848047762051e-05
-4.341868373674734585e+02,7.880453394501518195e-05
-4.339867973594718933e+02,7.902046321285709489e-05
-4.337867573514703281e+02,7.923717989148433181e-05
-4.335867173434687061e+02,7.945468760856836592e-05
-4.333866773354670840e+02,7.967299001210436543e-05
-4.331866373274655189e+02,7.989209077054572946e-05
-4.329865973194638968e+02,8.011199357294010123e-05
-4.327865573114622748e+02,8.033270212906543539e-05
-4.325865173034607096e+02,8.055422016956771886e-05
-4.323864772954590876e+02,8.077655144609992483e-05
-4.321864372874574656e+02,8.099969973146160383e-05
-4.319863972794559004e+02,8.122366881973949119e-05
-4.317863572714542784e+02,8.144846252644988988e-05
-4.315863172634526563e+02,8.167408468868117533e-05
-4.313862772554510912e+02,8.190053916523821120e-05
-4.311862372474494691e+02,8.212782983678763242e-05
-4.309861972394479039e+02,8.235596060600377881e-05
-4.307861572314462819e+02,8.258493539771664808e-05
-4.305861172234447167e+02,8.281475815906009261e-05
-4.303860772154430947e+02,8.304543285962202219e-05
-4.301860372074414727e+02,8.327696349159475575e-05
-4.299859971994399075e+02,8.350935406992767698e-05
-4.297859571914382855e+02,8.374260863248029661e-05
-4.295859171834366634e+02,8.397673124017657502e-05
-4.293858771754350983e+02,8.421172597716074920e-05
-4.291858371674334762e+02,8.444759695095440657e-05
-4.289857971594318542e+02,8.468434829261416857e-05
-4.287857571514302890e+02,8.492198415689128528e-05
-4.285857171434286670e+02,8.516050872239251744e-05
-4.283856771354271018e+02,8.539992619174124888e-05
-4.281856371274254798e+02,8.564024079174155347e-05
-4.279855971194239146e+02,8.588145677354161141e-05
-4.277855571114222926e+02,8.612357841280033764e-05
-4.275855171034206705e+02,8.636661000985371194e-05
-4.273854770954191054e+02,8.661055588988325041e-05
-4.271854370874174833e+02,8.685542040308595418e-05
-4.269853970794158613e+02,8.710120792484496281e-05
-4.267853570714142961e+02,8.734792285590179338e-05
-4.265853170634126741e+02,8.759556962253053111e-05
-4.263852770554110521e+02,8.784415267671237234e-05
-4.261852370474094869e+02,8.809367649631225463e-05
-4.259851970394078648e+02,8.834414558525689634e-05
-4.257851570314062997e+02,8.859556447371374414e-05
-4.255851170234046776e+02,8.884793771827199417e-05
-4.253850770154031125e+02,8.910126990212433138e-05
-4.251850370074014904e+02,8.935556563525099999e-05
-4.249849969993998684e+02,8.961082955460425339e-05
-4.247849569913983032e+02,8.986706632429531120e-05
-4.245849169833966812e+02,9.012428063578248197e-05
-4.243848769753950592e+02,9.038247720805999048e-05
-4.241848369673934940e+02,9.064166078784974604e-05
-4.239847969593918720e+02,9.090183614979369347e-05
-4.237847569513902499e+02,9.116300809664757364e-05
-4.235847169433886847e+02,9.142518145947693361e-05
-4.233846769353870627e+02,9.168836109785453276e-05
-4.231846369273854407e+02,9.195255190005858917e-05
-4.229845969193838755e+02,9.221775878327364163e-05
-4.227845569113823103e+02,9.248398669379271264e-05
-4.225845169033806883e+02,9.275124060722060994e-05
-4.223844768953790663e+02,9.301952552867940986e-05
-4.221844368873775011e+02,9.328884649301537736e-05
-4.219843968793758791e+02,9.355920856500802728e-05
-4.217843568713742570e+02,9.383061683957990391e-05
-4.215843168633726918e+02,9.410307644200884068e-05
-4.213842768553710698e+02,9.437659252814210365e-05
-4.211842368473694478e+02,9.465117028461155141e-05
-4.209841968393678826e+02,9.492681492905081435e-05
-4.207841568313662606e+02,9.520353171031481845e-05
-4.205841168233646385e+02,9.548132590870029852e-05
-4.203840768153630734e+02,9.576020283616833064e-05
-4.201840368073614513e+02,9.604016783656934479e-05
-4.199839967993598862e+02,9.632122628586872021e-05
-4.197839567913582641e+02,9.660338359237574180e-05
-4.195839167833566989e+02,9.688664519697280045e-05
-4.193838767753550769e+02,9.717101657334821193e-05
-4.191838367673534549e+02,9.745650322822914412e-05
-4.189837967593518897e+02,9.774311070161816289e-05
-4.187837567513502677e+02,9.803084456703065877e-05
-4.185837167433486457e+02,9.831971043173427945e-05
-4.183836767353470805e+02,9.860971393699096441e-05
-4.181836367273454584e+02,9.890086075830049732e-05
-4.179835967193438364e+02,9.919315660564596946e-05
-4.177835567113422712e+02,9.948660722374165542e-05
-4.175835167033406492e+02,9.978121839228308435e-05
-4.173834766953390840e+02,1.000769959261980869e-04
-4.171834366873374620e+02,1.003739456759018269e-04
-4.169833966793358968e+02,1.006720735275515614e-04
-4.167833566713342748e+02,1.009713854033062803e-04
-4.165833166633326528e+02,1.012718872615857627e-04
-4.163832766553310876e+02,1.015735850973336859e-04
-4.161832366473294655e+02,1.018764849422826313e-04
-4.159831966393278435e+02,1.021805928652204051e-04
-4.157831566313262783e+02,1.024859149722594492e-04
-4.155831166233246563e+02,1.027924574071085827e-04
-4.153830766153230343e+02,1.031002263513463430e-04
-4.151830366073214691e+02,1.034092280246968608e-04
-4.149829965993198471e+02,1.037194686853088799e-04
-4.147829565913182819e+02,1.040309546300356979e-04
-4.145829165833166599e+02,1.043436921947188205e-04
-4.143828765753150947e+02,1.046576877544728632e-04
-4.141828365673134726e+02,1.049729477239740028e-04
-4.139827965593118506e+02,1.052894785577497712e-04
-4.137827565513102854e+02,1.056072867504720208e-04
-4.135827165433086634e+02,1.059263788372524908e-04
-4.133826765353070414e+02,1.062467613939398794e-04
-4.131826365273054762e+02,1.065684410374208313e-04
-4.129825965193038542e+02,1.068914244259224844e-04
-4.127825565113022321e+02,1.072157182593177273e-04
-4.125825165033006670e+02,1.075413292794336273e-04
-4.123824764952990449e+02,1.078682642703620410e-04
-4.121824364872974797e+02,1.081965300587723927e-04
-4.119823964792958577e+02,1.085261335142288314e-04
-4.117823564712942925e+02,1.088570815495077114e-04
-4.115823164632926705e+02,1.091893811209199941e-04
-4.113822764552910485e+02,1.095230392286350039e-04
-4.111822364472894833e+02,1.098580629170073966e-04
-4.109821964392878613e+02,1.101944592749077326e-04
-4.107821564312862392e+02,1.105322354360542021e-04
-4.105821164232846741e+02,1.108713985793486061e-04
-4.103820764152830520e+02,1.112119559292152368e-04
-4.101820364072814300e+02,1.115539147559415885e-04
-4.099819963992798648e+02,1.118972823760229035e-04
-4.097819563912782428e+02,1.122420661525100111e-04
-4.095819163832766208e+02,1.125882734953591048e-04
-4.093818763752750556e+02,1.129359118617851787e-04
-4.091818363672734336e+02,1.132849887566191776e-04
-4.089817963592718684e+02,1.136355117326665824e-04
-4.087817563512702463e+02,1.139874883910711202e-04
-4.085817163432686812e+02,1.143409263816799369e-04
-4.083816763352670591e+02,1.146958334034131876e-04
-4.081816363272654371e+02,1.150522172046361492e-04
-4.079815963192638719e+02,1.154100855835347062e-04
-4.077815563112622499e+02,1.157694463884947401e-04
-4.075815163032606279e+02,1.161303075184837012e-04
-4.073814762952590627e+02,1.164926769234366925e-04
-4.071814362872574407e+02,1.168565626046455498e-04
-4.069813962792558186e+02,1.172219726151505360e-04
-4.067813562712542534e+02,1.175889150601370923e-04
-4.065813162632526314e+02,1.179573980973349729e-04
-4.063812762552510662e+02,1.183274299374206741e-04
-4.061812362472494442e+02,1.186990188444247420e-04
-4.059811962392478790e+02,1.190721731361412620e-04
-4.057811562312462570e+02,1.194469011845419426e-04
-4.055811162232446350e+02,1.198232114161933842e-04
-4.053810762152430698e+02,1.202011123126780210e-04
-4.051810362072414478e+02,1.205806124110198323e-04
-4.049809961992398257e+02,1.209617203041121015e-04
-4.047809561912382605e+02,1.213444446411501344e-04
-4.045809161832366385e+02,1.217287941280684909e-04
-4.043808761752350165e+02,1.221147775279801955e-04
-4.041808361672334513e+02,1.225024036616213818e-04
-4.039807961592318293e+02,1.228916814077998679e-04
-4.037807561512302641e+02,1.232826197038471873e-04
-4.035807161432286421e+02,1.236752275460748212e-04
-4.033806761352270769e+02,1.240695139902346590e-04
-4.031806361272254549e+02,1.244654881519840670e-04
-4.029805961192238328e+02,1.248631592073539927e-04
-4.027805561112222676e+02,1.252625363932225442e-04
-4.025805161032206456e+02,1.256636290077922560e-04
-4.023804760952190236e+02,1.260664464110716103e-04
-4.021804360872174584e+02,1.264709980253609766e-04
-4.019803960792158364e+02,1.268772933357436195e-04
-4.017803560712142144e+02,1.272853418905798238e-04
-4.015803160632126492e+02,1.276951533020068748e-04
-4.013802760552110271e+02,1.281067372464432118e-04
-4.011802360472094620e+02,1.285201034650961330e-04
-4.009801960392078399e+02,1.289352617644762224e-04
-4.007801560312062747e+02,1.293522220169141890e-04
-4.005801160232046527e+02,1.297709941610844552e-04
-4.003800760152030307e+02,1.301915882025319975e-04
-4.001800360072014655e+02,1.306140142142047983e-04
-3.999799959991998435e+02,1.310382823369916645e-04
-3.997799559911982215e+02,1.314644027802635965e-04
-3.995799159831966563e+02,1.318923858224211481e-04
-3.993798759751950342e+02,1.323222418114474233e-04
-3.991798359671934122e+02,1.327539811654644079e-04
-3.989797959591918470e+02,1.331876143732957786e-04
-3.987797559511902250e+02,1.336231519950351607e-04
-3.985797159431886030e+02,1.340606046626184242e-04
-3.983796759351870378e+02,1.344999830804021325e-04
-3.981796359271854158e+02,1.349412980257476565e-04
-3.979795959191838506e+02,1.353845603496098965e-04
-3.977795559111822286e+02,1.358297809771318856e-04
-3.975795159031806634e+02,1.362769709082451667e-04
-3.973794758951790413e+02,1.367261412182755903e-04
-3.971794358871774193e+02,1.371773030585545883e-04
-3.969793958791758541e+02,1.376304676570363822e-04
-3.967793558711742321e+02,1.380856463189212918e-04
-3.965793158631726101e+02,1.385428504272840028e-04
-3.963792758551710449e+02,1.390020914437088825e-04
-3.961792358471694229e+02,1.394633809089305802e-04
-3.959791958391678008e+02,1.399267304434802120e-04
-3.957791558311662357e+02,1.403921517483391890e-04
-3.955791158231646136e+02,1.408596566055978427e-04
-3.953790758151630484e+02,1.413292568791202851e-04
-3.951790358071614264e+02,1.418009645152170479e-04
-3.949789957991598612e+02,1.422747915433218409e-04
-3.947789557911582392e+02,1.427507500766772022e-04
-3.945789157831566172e+02,1.432288523130243211e-04
-3.943788757751550520e+02,1.437091105353013464e-04
-3.941788357671534300e+02,1.441915371123473851e-04
-3.939787957591518079e+02,1.446761444996132249e-04
-3.937787557511502428e+02,1.451629452398788315e-04
-3.935787157431486207e+02,1.456519519639790051e-04
-3.933786757351469987e+02,1.461431773915335640e-04
-3.931786357271454335e+02,1.466366343316864718e-04
-3.929785957191438115e+02,1.471323356838518770e-04
-3.927785557111422463e+02,1.476302944384663598e-04
-3.925785157031406243e+02,1.481305236777494185e-04
-3.923784756951390591e+02,1.486330365764702713e-04
-3.921784356871374371e+02,1.491378464027239014e-04
-3.919783956791358150e+02,1.496449665187120077e-04
-3.917783556711342499e+02,1.501544103815336049e-04
-3.915783156631326278e+02,1.506661915439831863e-04
-3.913782756551310058e+02,1.511803236553546865e-04
-3.911782356471294406e+02,1.516968204622557717e-04
-3.909781956391278186e+02,1.522156958094286890e-04
-3.907781556311261966e+02,1.527369636405788683e-04
-3.905781156231246314e+02,1.532606379992126303e-04
-3.903780756151230094e+02,1.537867330294825940e-04
-3.901780356071214442e+02,1.543152629770405096e-04
-3.899779955991198221e+02,1.548462421899009613e-04
-3.897779555911182570e+02,1.553796851193095692e-04
-3.895779155831166349e+02,1.559156063206240661e-04
-3.893778755751150129e+02,1.564540204542007686e-04
-3.891778355671134477e+02,1.569949422862914018e-04
-3.889777955591118257e+02,1.575383866899485977e-04
-3.887777555511102037e+02,1.580843686459397425e-04
-3.885777155431086385e+02,1.586329032436699306e-04
