2.1750 0.0000
2.1752 0.0000
2.1753 0.0000
2.1754 0.0000
2.1755 0.0000
2.1757 0.0000
2.1758 0.0000
2.1759 0.0000
2.1760 0.0000
2.1761 0.0000
2.1763 0.0000
2.1764 0.0000
2.1765 0.0000
2.1766 0.0000
2.1768 0.0000
2.1769 0.0000
2.1770 0.0000
2.1771 0.0000
2.1772 0.0000
2.1774 0.0000
2.1775 0.0000
2.1776 0.0000
2.1777 0.0000
2.1779 0.0000
2.1780 0.0000
2.1781 0.0000
2.1782 0.0000
2.1783 0.0000
2.1785 0.0000
2.1786 0.0000
2.1787 0.0000
2.1788 0.0000
2.1790 0.0000
2.1791 0.0000
2.1792 0.0000
2.1793 0.0000
2.1794 0.0000
2.1796 0.0000
2.1797 0.0000
2.1798 0.0000
2.1799 0.0000
2.1801 0.0000
2.1802 0.0000
2.1803 0.0000
2.1804 0.0000
2.1805 0.0000
2.1807 0.0000
2.1808 0.0000
2.1809 0.0000
2.1810 0.0000
2.1812 0.0000
2.1813 0.0000
2.1814 0.0000
2.1815 0.0000
2.1816 0.0000
2.1818 0.0000
2.1819 0.0000
2.1820 0.0001
2.1821 0.0001
2.1823 0.0001
2.1824 0.0001
2.1825 0.0002
2.1826 0.0002
2.1827 0.0002
2.1829 0.0003
2.1830 0.0004
2.1831 0.0005
2.1832 0.0006
2.1833 0.0008
2.1835 0.0009
2.1836 0.0012
2.1837 0.0014
2.1838 0.0018
2.1840 0.0022
2.1841 0.0026
2.1842 0.0032
2.1843 0.0039
2.1844 0.0047
2.1846 0.0057
2.1847 0.0068
2.1848 0.0081
2.1849 0.0097
2.1851 0.0116
2.1852 0.0137
2.1853 0.0162
2.1854 0.0191
2.1855 0.0224
2.1857 0.0262
2.1858 0.0305
2.1859 0.0354
2.1860 0.0410
2.1862 0.0474
2.1863 0.0545
2.1864 0.0625
2.1865 0.0714
2.1866 0.0814
2.1868 0.0924
2.1869 0.1046
2.1870 0.1180
2.1871 0.1326
2.1873 0.1486
2.1874 0.1660
2.1875 0.1848
2.1876 0.2050
2.1877 0.2267
2.1879 0.2498
2.1880 0.2744
2.1881 0.3005
2.1882 0.3279
2.1884 0.3567
2.1885 0.3867
2.1886 0.4178
2.1887 0.4500
2.1888 0.4830
2.1890 0.5167
2.1891 0.5510
2.1892 0.5856
2.1893 0.6204
2.1895 0.6550
2.1896 0.6893
2.1897 0.7229
2.1898 0.7557
2.1899 0.7874
2.1901 0.8177
2.1902 0.8464
2.1903 0.8732
2.1904 0.8979
2.1906 0.9202
2.1907 0.9400
2.1908 0.9570
2.1909 0.9711
2.1910 0.9822
2.1912 0.9901
2.1913 0.9948
2.1914 0.9962
2.1915 0.9943
2.1917 0.9891
2.1918 0.9808
2.1919 0.9692
2.1920 0.9547
2.1921 0.9373
2.1923 0.9171
2.1924 0.8945
2.1925 0.8695
2.1926 0.8424
2.1927 0.8135
2.1929 0.7829
2.1930 0.7511
2.1931 0.7181
2.1932 0.6843
2.1934 0.6500
2.1935 0.6153
2.1936 0.5806
2.1937 0.5460
2.1938 0.5118
2.1940 0.4782
2.1941 0.4453
2.1942 0.4133
2.1943 0.3823
2.1945 0.3525
2.1946 0.3239
2.1947 0.2966
2.1948 0.2708
2.1949 0.2464
2.1951 0.2235
2.1952 0.2020
2.1953 0.1820
2.1954 0.1634
2.1956 0.1462
2.1957 0.1304
2.1958 0.1160
2.1959 0.1028
2.1960 0.0908
2.1962 0.0799
2.1963 0.0701
2.1964 0.0613
2.1965 0.0534
2.1967 0.0464
2.1968 0.0402
2.1969 0.0347
2.1970 0.0298
2.1971 0.0256
2.1973 0.0219
2.1974 0.0186
2.1975 0.0158
2.1976 0.0134
2.1978 0.0113
2.1979 0.0095
2.1980 0.0079
2.1981 0.0066
2.1982 0.0055
2.1984 0.0046
2.1985 0.0038
2.1986 0.0031
2.1987 0.0026
2.1989 0.0021
2.1990 0.0017
2.1991 0.0014
2.1992 0.0011
2.1993 0.0009
2.1995 0.0007
2.1996 0.0006
2.1997 0.0005
2.1998 0.0004
2.2000 0.0003
2.2001 0.0002
2.2002 0.0002
2.2003 0.0001
2.2004 0.0001
2.2006 0.0001
2.2007 0.0001
2.2008 0.0001
2.2009 0.0000
2.2010 0.0000
2.2012 0.0000
2.2013 0.0000
2.2014 0.0000
2.2015 0.0000
2.2017 0.0000
2.2018 0.0000
2.2019 0.0000
2.2020 0.0000
2.2021 0.0000
2.2023 0.0000
2.2024 0.0000
2.2025 0.0000
2.2026 0.0000
2.2028 0.0000
2.2029 0.0000
2.2030 0.0000
2.2031 0.0000
2.2032 0.0000
2.2034 0.0000
2.2035 0.0000
2.2036 0.0000
2.2037 0.0000
2.2039 0.0000
2.2040 0.0000
2.2041 0.0000
2.2042 0.0000
2.2043 0.0000
2.2045 0.0000
2.2046 0.0000
