# HCl spectrum
# xmin= 2650 cm^-1
# xmax= 3100 cm^-1

Wavenumber, Absorbance
2810.75, 0.0246
2810.88, 0.0236
2811, 0.0228
2811.12, 0.0225
2811.25, 0.0228
2811.38, 0.0235
2811.5, 0.0238
2811.62, 0.0234
2811.75, 0.0227
2811.88, 0.0225
2812, 0.0227
2812.12, 0.0225
2812.25, 0.0224
2812.38, 0.0228
2812.5, 0.0238
2812.62, 0.0244
2812.75, 0.0245
2812.88, 0.0242
2813, 0.024
2813.12, 0.0238
2813.25, 0.0237
2813.38, 0.0237
2813.5, 0.0236
2813.62, 0.0232
2813.75, 0.0229
2813.88, 0.0231
2814, 0.0233
2814.12, 0.0232
2814.25, 0.0231
2814.38, 0.0235
2814.5, 0.0241
2814.62, 0.0242
2814.75, 0.0238
2814.88, 0.0235
2815, 0.0234
2815.12, 0.0235
2815.25, 0.0236
2815.38, 0.0237
2815.5, 0.0236
2815.62, 0.0232
2815.75, 0.0233
2815.88, 0.0238
2816, 0.0242
2816.12, 0.0237
2816.25, 0.0228
2816.38, 0.0226
2816.5, 0.0228
2816.62, 0.0231
2816.75, 0.0233
2816.88, 0.0235
2817, 0.0233
2817.12, 0.0229
2817.25, 0.023
2817.38, 0.0235
2817.5, 0.0236
2817.62, 0.0229
2817.75, 0.0227
2817.88, 0.0239
2818, 0.0253
2818.12, 0.0254
2818.25, 0.0247
2818.38, 0.0243
2818.5, 0.0243
2818.62, 0.0243
2818.75, 0.0244
2818.88, 0.025
2819, 0.0261
2819.12, 0.0285
2819.25, 0.0353
2819.38, 0.0476
2819.5, 0.0598
2819.62, 0.0632
2819.75, 0.0553
2819.88, 0.0428
2820, 0.033
2820.12, 0.0282
2820.25, 0.0264
2820.38, 0.0258
2820.5, 0.0255
2820.62, 0.0257
2820.75, 0.0268
2820.88, 0.0289
2821, 0.0325
2821.12, 0.0408
2821.25, 0.0601
2821.38, 0.0926
2821.5, 0.1269
2821.62, 0.1393
2821.75, 0.1191
2821.88, 0.0826
2822, 0.0526
2822.12, 0.0367
2822.25, 0.0305
2822.38, 0.0277
2822.5, 0.0263
2822.62, 0.0257
2822.75, 0.0251
2822.88, 0.024
2823, 0.0234
2823.12, 0.0239
2823.25, 0.0245
2823.38, 0.0246
2823.5, 0.0246
2823.62, 0.0246
2823.75, 0.0242
2823.88, 0.0235
2824, 0.0232
2824.12, 0.0236
2824.25, 0.0243
2824.38, 0.0246
2824.5, 0.0247
2824.62, 0.0249
2824.75, 0.0249
2824.88, 0.0248
2825, 0.0248
2825.12, 0.0247
2825.25, 0.0244
2825.38, 0.024
2825.5, 0.0239
2825.62, 0.0239
2825.75, 0.0237
2825.88, 0.0233
2826, 0.0234
2826.12, 0.0239
2826.25, 0.0239
2826.38, 0.0233
2826.5, 0.0228
2826.62, 0.023
2826.75, 0.0235
2826.88, 0.0238
2827, 0.0238
2827.12, 0.0237
2827.25, 0.0236
2827.38, 0.0238
2827.5, 0.0243
2827.62, 0.0246
2827.75, 0.0242
2827.88, 0.0232
2828, 0.0224
2828.12, 0.0226
2828.25, 0.0235
2828.38, 0.0243
2828.5, 0.0245
2828.62, 0.0242
2828.75, 0.0238
2828.88, 0.0239
2829, 0.0242
2829.12, 0.0242
2829.25, 0.0236
2829.38, 0.0231
2829.5, 0.0233
2829.62, 0.0241
2829.75, 0.0247
2829.88, 0.0248
2830, 0.0248
2830.12, 0.0248
2830.25, 0.0248
2830.38, 0.0246
2830.5, 0.0243
2830.62, 0.024
2830.75, 0.0237
2830.88, 0.0236
2831, 0.0235
2831.12, 0.0231
2831.25, 0.0221
2831.38, 0.0213
2831.5, 0.0215
2831.62, 0.0227
2831.75, 0.0237
2831.88, 0.0238
2832, 0.0231
2832.12, 0.0225
2832.25, 0.0223
2832.38, 0.0224
2832.5, 0.0227
2832.62, 0.023
2832.75, 0.0232
2832.88, 0.0234
2833, 0.0235
2833.12, 0.0233
2833.25, 0.023
2833.38, 0.023
2833.5, 0.0235
2833.62, 0.0243
2833.75, 0.0247
2833.88, 0.0242
2834, 0.0233
2834.12, 0.0227
2834.25, 0.0229
2834.38, 0.0235
2834.5, 0.0239
2834.62, 0.0237
2834.75, 0.0234
2834.88, 0.0236
2835, 0.0242
2835.12, 0.0246
2835.25, 0.0244
2835.38, 0.0238
2835.5, 0.0232
2835.62, 0.0229
2835.75, 0.0231
2835.88, 0.0235
2836, 0.024
2836.12, 0.0241
2836.25, 0.0239
2836.38, 0.0239
2836.5, 0.024
2836.62, 0.0237
2836.75, 0.0233
2836.88, 0.0233
2837, 0.0238
2837.12, 0.0243
2837.25, 0.0243
2837.38, 0.0239
2837.5, 0.0235
2837.62, 0.0234
2837.75, 0.0235
2837.88, 0.0236
2838, 0.0235
2838.12, 0.0231
2838.25, 0.0227
2838.38, 0.0226
2838.5, 0.0226
2838.62, 0.0224
2838.75, 0.0222
2838.88, 0.0225
2839, 0.0232
2839.12, 0.0237
2839.25, 0.0238
2839.38, 0.0236
2839.5, 0.0233
2839.62, 0.023
2839.75, 0.023
2839.88, 0.0235
2840, 0.0237
2840.12, 0.0232
2840.25, 0.0226
2840.38, 0.023
2840.5, 0.024
2840.62, 0.0247
2840.75, 0.0247
2840.88, 0.0247
2841, 0.0254
2841.12, 0.0279
2841.25, 0.034
2841.38, 0.044
2841.5, 0.0541
2841.62, 0.0577
2841.75, 0.0526
2841.88, 0.0432
2842, 0.035
2842.12, 0.0298
2842.25, 0.0269
2842.38, 0.0259
2842.5, 0.0265
2842.62, 0.0277
2842.75, 0.0284
2842.88, 0.0288
2843, 0.0301
2843.12, 0.0348
2843.25, 0.0474
2843.38, 0.0719
2843.5, 0.1036
2843.62, 0.1254
2843.75, 0.1206
2843.88, 0.0931
2844, 0.0625
2844.12, 0.042
2844.25, 0.0322
2844.38, 0.0284
2844.5, 0.027
2844.62, 0.0267
2844.75, 0.0261
2844.88, 0.0245
2845, 0.0231
2845.12, 0.0232
2845.25, 0.0244
2845.38, 0.0253
2845.5, 0.0254
2845.62, 0.0253
2845.75, 0.0252
2845.88, 0.025
2846, 0.0249
2846.12, 0.0248
2846.25, 0.0247
2846.38, 0.0242
2846.5, 0.024
2846.62, 0.0243
2846.75, 0.0247
2846.88, 0.0245
2847, 0.0239
2847.12, 0.0234
2847.25, 0.0233
2847.38, 0.0231
2847.5, 0.0229
2847.62, 0.0227
2847.75, 0.0228
2847.88, 0.0231
2848, 0.0234
2848.12, 0.0239
2848.25, 0.024
2848.38, 0.0238
2848.5, 0.0235
2848.62, 0.0233
2848.75, 0.0234
2848.88, 0.0235
2849, 0.0236
2849.12, 0.0236
2849.25, 0.0237
2849.38, 0.0239
2849.5, 0.0242
2849.62, 0.0241
2849.75, 0.0236
2849.88, 0.0234
2850, 0.0239
2850.12, 0.0248
2850.25, 0.025
2850.38, 0.0243
2850.5, 0.0237
2850.62, 0.024
2850.75, 0.0248
2850.88, 0.025
2851, 0.0245
2851.12, 0.0239
2851.25, 0.0237
2851.38, 0.0243
2851.5, 0.0251
2851.62, 0.0257
2851.75, 0.0258
2851.88, 0.0256
2852, 0.0256
2852.12, 0.0258
2852.25, 0.0255
2852.38, 0.0247
2852.5, 0.024
2852.62, 0.0239
2852.75, 0.0242
2852.88, 0.0244
2853, 0.0243
2853.12, 0.0241
2853.25, 0.024
2853.38, 0.0242
2853.5, 0.0244
2853.62, 0.0246
2853.75, 0.0245
2853.88, 0.0239
2854, 0.0232
2854.12, 0.0228
2854.25, 0.0229
2854.38, 0.0232
2854.5, 0.0236
2854.62, 0.0239
2854.75, 0.0243
2854.88, 0.0245
2855, 0.0244
2855.12, 0.024
2855.25, 0.0239
2855.38, 0.0246
2855.5, 0.0257
2855.62, 0.0261
2855.75, 0.0254
2855.88, 0.0244
2856, 0.024
2856.12, 0.0243
2856.25, 0.0249
2856.38, 0.0254
2856.5, 0.0255
2856.62, 0.0253
2856.75, 0.0248
2856.88, 0.0243
2857, 0.024
2857.12, 0.0237
2857.25, 0.0234
2857.38, 0.0235
2857.5, 0.0244
2857.62, 0.025
2857.75, 0.0249
2857.88, 0.0243
2858, 0.0241
2858.12, 0.0245
2858.25, 0.0247
2858.38, 0.0243
2858.5, 0.0235
2858.62, 0.0228
2858.75, 0.0224
2858.88, 0.0223
2859, 0.0224
2859.12, 0.0226
2859.25, 0.0227
2859.38, 0.0229
2859.5, 0.0234
2859.62, 0.0242
2859.75, 0.0245
2859.88, 0.0241
2860, 0.0233
2860.12, 0.0228
2860.25, 0.0229
2860.38, 0.0233
2860.5, 0.0237
2860.62, 0.024
2860.75, 0.024
2860.88, 0.0238
2861, 0.0236
2861.12, 0.0233
2861.25, 0.0229
2861.38, 0.0229
2861.5, 0.0236
2861.62, 0.0252
2861.75, 0.0267
2861.88, 0.0269
2862, 0.026
2862.12, 0.0247
2862.25, 0.0242
2862.38, 0.0245
2862.5, 0.0253
2862.62, 0.0273
2862.75, 0.0318
2862.88, 0.0384
2863, 0.0441
2863.12, 0.045
2863.25, 0.0409
2863.38, 0.0348
2863.5, 0.0298
2863.62, 0.0268
2863.75, 0.0251
2863.88, 0.0243
2864, 0.0243
2864.12, 0.0248
2864.25, 0.0257
2864.38, 0.0269
2864.5, 0.0288
2864.62, 0.0328
2864.75, 0.042
2864.88, 0.0581
2865, 0.0766
2865.12, 0.0865
2865.25, 0.0801
2865.38, 0.0618
2865.5, 0.0434
2865.62, 0.0322
2865.75, 0.028
2865.88, 0.027
2866, 0.0263
2866.12, 0.0252
2866.25, 0.0239
2866.38, 0.0229
2866.5, 0.023
2866.62, 0.0235
2866.75, 0.0237
2866.88, 0.0237
2867, 0.0241
2867.12, 0.025
2867.25, 0.0251
2867.38, 0.0242
2867.5, 0.0233
2867.62, 0.0234
2867.75, 0.0241
2867.88, 0.0245
2868, 0.0247
2868.12, 0.0247
2868.25, 0.0244
2868.38, 0.0238
2868.5, 0.0232
2868.62, 0.023
2868.75, 0.023
2868.88, 0.0231
2869, 0.0235
2869.12, 0.0241
2869.25, 0.0245
2869.38, 0.0242
2869.5, 0.0236
2869.62, 0.0234
2869.75, 0.0235
2869.88, 0.0237
2870, 0.0236
2870.12, 0.0233
2870.25, 0.023
2870.38, 0.0228
2870.5, 0.0229
2870.62, 0.0232
2870.75, 0.0231
2870.88, 0.0228
2871, 0.0228
2871.12, 0.0235
2871.25, 0.024
2871.38, 0.0238
2871.5, 0.0234
2871.62, 0.0235
2871.75, 0.0242
2871.88, 0.0246
2872, 0.0245
2872.12, 0.024
2872.25, 0.0234
2872.38, 0.0228
2872.5, 0.0223
2872.62, 0.0222
2872.75, 0.0222
2872.88, 0.0222
2873, 0.0225
2873.12, 0.0232
2873.25, 0.0243
2873.38, 0.025
2873.5, 0.0246
2873.62, 0.0234
2873.75, 0.0222
2873.88, 0.0218
2874, 0.0223
2874.12, 0.0226
2874.25, 0.0223
2874.38, 0.0219
2874.5, 0.0224
2874.62, 0.0235
2874.75, 0.0244
2874.88, 0.0244
2875, 0.0239
2875.12, 0.0233
2875.25, 0.0229
2875.38, 0.0227
2875.5, 0.0225
2875.62, 0.0224
2875.75, 0.0222
2875.88, 0.0222
2876, 0.0229
2876.12, 0.0237
2876.25, 0.0241
2876.38, 0.0238
2876.5, 0.0236
2876.62, 0.0241
2876.75, 0.0248
2876.88, 0.0246
2877, 0.0234
2877.12, 0.0222
2877.25, 0.0218
2877.38, 0.0224
2877.5, 0.0235
2877.62, 0.024
2877.75, 0.0236
2877.88, 0.023
2878, 0.0229
2878.12, 0.0231
2878.25, 0.0233
2878.38, 0.023
2878.5, 0.0229
2878.62, 0.0234
2878.75, 0.0241
2878.88, 0.0242
2879, 0.0236
2879.12, 0.0229
2879.25, 0.0225
2879.38, 0.0226
2879.5, 0.0232
2879.62, 0.0237
2879.75, 0.0237
2879.88, 0.0232
2880, 0.0229
2880.12, 0.0231
2880.25, 0.0235
2880.38, 0.0236
2880.5, 0.0234
2880.62, 0.0232
2880.75, 0.0231
2880.88, 0.023
2881, 0.0228
2881.12, 0.0227
2881.25, 0.0229
2881.38, 0.0233
2881.5, 0.0237
2881.62, 0.0238
2881.75, 0.0232
2881.88, 0.0225
2882, 0.0221
2882.12, 0.0225
2882.25, 0.0233
2882.38, 0.0239
2882.5, 0.0241
2882.62, 0.024
2882.75, 0.0239
2882.88, 0.0239
2883, 0.0238
2883.12, 0.0235
2883.25, 0.0231
2883.38, 0.0228
2883.5, 0.023
2883.62, 0.0232
2883.75, 0.0229
2883.88, 0.0223
2884, 0.0222
2884.12, 0.0228
2884.25, 0.0233
2884.38, 0.0234
2884.5, 0.0232
2884.62, 0.0235
2884.75, 0.0242
2884.88, 0.025
2885, 0.0253
2885.12, 0.025
2885.25, 0.0243
2885.38, 0.0237
2885.5, 0.0233
2885.62, 0.0233
2885.75, 0.0232
2885.88, 0.0232
2886, 0.0236
2886.12, 0.0243
2886.25, 0.0247
2886.38, 0.0245
2886.5, 0.0238
2886.62, 0.0232
2886.75, 0.0231
2886.88, 0.0232
2887, 0.0234
2887.12, 0.0232
2887.25, 0.023
2887.38, 0.0232
2887.5, 0.0239
2887.62, 0.0245
2887.75, 0.0245
2887.88, 0.0239
2888, 0.0234
2888.12, 0.0235
2888.25, 0.024
2888.38, 0.0245
2888.5, 0.0243
2888.62, 0.0236
2888.75, 0.0227
2888.88, 0.0225
2889, 0.0229
2889.12, 0.0234
2889.25, 0.0233
2889.38, 0.0229
2889.5, 0.0229
2889.62, 0.0233
2889.75, 0.0238
2889.88, 0.024
2890, 0.024
2890.12, 0.0238
2890.25, 0.0235
2890.38, 0.0234
2890.5, 0.0239
2890.62, 0.0244
2890.75, 0.0244
2890.88, 0.024
2891, 0.0239
2891.12, 0.0239
2891.25, 0.0234
2891.38, 0.0225
2891.5, 0.0218
2891.62, 0.0219
2891.75, 0.0224
2891.88, 0.0226
2892, 0.0227
2892.12, 0.0229
2892.25, 0.0232
2892.38, 0.0233
2892.5, 0.0232
2892.62, 0.0231
2892.75, 0.0231
2892.88, 0.0234
2893, 0.0242
2893.12, 0.0249
2893.25, 0.0249
2893.38, 0.0241
2893.5, 0.0234
2893.62, 0.0235
2893.75, 0.024
2893.88, 0.024
2894, 0.0234
2894.12, 0.0228
2894.25, 0.0226
2894.38, 0.0225
2894.5, 0.0224
2894.62, 0.0223
2894.75, 0.0224
2894.88, 0.0227
2895, 0.0234
2895.12, 0.0242
2895.25, 0.0247
2895.38, 0.0243
2895.5, 0.0234
2895.62, 0.0229
2895.75, 0.0229
2895.88, 0.0231
2896, 0.0229
2896.12, 0.0224
2896.25, 0.0224
2896.38, 0.0231
2896.5, 0.024
2896.62, 0.0244
2896.75, 0.0241
2896.88, 0.0237
2897, 0.0235
2897.12, 0.0233
2897.25, 0.0227
2897.38, 0.0222
2897.5, 0.0225
2897.62, 0.0237
2897.75, 0.025
2897.88, 0.0256
2898, 0.0253
2898.12, 0.0247
2898.25, 0.024
2898.38, 0.0236
2898.5, 0.0234
2898.62, 0.0231
2898.75, 0.0227
2898.88, 0.0228
2899, 0.0234
2899.12, 0.0241
2899.25, 0.024
2899.38, 0.023
2899.5, 0.0222
2899.62, 0.022
2899.75, 0.0223
2899.88, 0.0229
2900, 0.0234
2900.12, 0.0234
2900.25, 0.0229
2900.38, 0.0224
2900.5, 0.0226
2900.62, 0.0233
2900.75, 0.0234
2900.88, 0.023
2901, 0.023
2901.12, 0.0239
2901.25, 0.0249
2901.38, 0.0252
2901.5, 0.025
2901.62, 0.0246
2901.75, 0.0241
2901.88, 0.0235
2902, 0.023
2902.12, 0.0228
2902.25, 0.0231
2902.38, 0.0236
2902.5, 0.0243
2902.62, 0.0247
2902.75, 0.0245
2902.88, 0.0238
2903, 0.0235
2903.12, 0.0241
2903.25, 0.0246
2903.38, 0.0245
2903.5, 0.0241
2903.62, 0.0249
2903.75, 0.0283
2903.88, 0.0345
2904, 0.0415
2904.12, 0.0456
2904.25, 0.044
2904.38, 0.0381
2904.5, 0.032
2904.62, 0.0285
2904.75, 0.027
2904.88, 0.026
2905, 0.0255
2905.12, 0.0258
2905.25, 0.0263
2905.38, 0.0264
2905.5, 0.0263
2905.62, 0.0272
2905.75, 0.0308
2905.88, 0.0395
2906, 0.0553
2906.12, 0.0747
2906.25, 0.0877
2906.38, 0.085
2906.5, 0.0688
2906.62, 0.0498
2906.75, 0.0364
2906.88, 0.0297
2907, 0.027
2907.12, 0.026
2907.25, 0.0257
2907.38, 0.0256
2907.5, 0.025
2907.62, 0.0243
2907.75, 0.0241
2907.88, 0.0243
2908, 0.0246
2908.12, 0.0248
2908.25, 0.025
2908.38, 0.0249
2908.5, 0.0248
2908.62, 0.0249
2908.75, 0.025
2908.88, 0.0245
2909, 0.0233
2909.12, 0.0224
2909.25, 0.0224
2909.38, 0.0231
2909.5, 0.0237
2909.62, 0.0238
2909.75, 0.0236
2909.88, 0.0234
2910, 0.0233
2910.12, 0.0234
2910.25, 0.0235
2910.38, 0.0235
2910.5, 0.0237
2910.62, 0.024
2910.75, 0.0242
2910.88, 0.024
2911, 0.0236
2911.12, 0.0236
2911.25, 0.024
2911.38, 0.0245
2911.5, 0.0247
2911.62, 0.0243
2911.75, 0.0235
2911.88, 0.0227
2912, 0.0227
2912.12, 0.0233
2912.25, 0.0238
2912.38, 0.0238
2912.5, 0.0238
2912.62, 0.0242
2912.75, 0.0246
2912.88, 0.0242
2913, 0.0233
2913.12, 0.0226
2913.25, 0.0226
2913.38, 0.0229
2913.5, 0.023
2913.62, 0.023
2913.75, 0.0229
2913.88, 0.0229
2914, 0.023
2914.12, 0.0233
2914.25, 0.0234
2914.38, 0.0231
2914.5, 0.0229
2914.62, 0.0231
2914.75, 0.0234
2914.88, 0.0233
2915, 0.023
2915.12, 0.0232
2915.25, 0.0238
2915.38, 0.024
2915.5, 0.0238
2915.62, 0.0236
2915.75, 0.0236
2915.88, 0.0235
2916, 0.0232
2916.12, 0.0232
2916.25, 0.0235
2916.38, 0.0237
2916.5, 0.0234
2916.62, 0.0232
2916.75, 0.0234
2916.88, 0.0236
2917, 0.0237
2917.12, 0.024
2917.25, 0.0243
2917.38, 0.0243
2917.5, 0.0241
2917.62, 0.0239
2917.75, 0.0239
2917.88, 0.0238
2918, 0.0238
2918.12, 0.0241
2918.25, 0.0245
2918.38, 0.0244
2918.5, 0.0239
2918.62, 0.0235
2918.75, 0.0236
2918.88, 0.0236
2919, 0.0235
2919.12, 0.0234
2919.25, 0.0237
2919.38, 0.0242
2919.5, 0.0246
2919.62, 0.025
2919.75, 0.0251
2919.88, 0.0245
2920, 0.0237
2920.12, 0.0236
2920.25, 0.0244
2920.38, 0.0252
2920.5, 0.0254
2920.62, 0.0252
2920.75, 0.025
2920.88, 0.0248
2921, 0.0244
2921.12, 0.024
2921.25, 0.0239
2921.38, 0.0239
2921.5, 0.0238
2921.62, 0.0236
2921.75, 0.0236
2921.88, 0.0239
2922, 0.0246
2922.12, 0.0255
2922.25, 0.0261
2922.38, 0.0263
2922.5, 0.0263
2922.62, 0.0261
2922.75, 0.0258
2922.88, 0.0254
2923, 0.0255
2923.12, 0.0265
2923.25, 0.0291
2923.38, 0.0349
2923.5, 0.0452
2923.62, 0.0574
2923.75, 0.0645
2923.88, 0.0607
2924, 0.0488
2924.12, 0.037
2924.25, 0.0303
2924.38, 0.0275
2924.5, 0.0263
2924.62, 0.0259
2924.75, 0.0264
2924.88, 0.0268
2925, 0.0267
2925.12, 0.0272
2925.25, 0.0296
2925.38, 0.0347
2925.5, 0.0467
2925.62, 0.0709
2925.75, 0.1057
2925.88, 0.1345
2926, 0.1358
2926.12, 0.1086
2926.25, 0.0734
2926.38, 0.0477
2926.5, 0.0346
2926.62, 0.0292
2926.75, 0.0269
2926.88, 0.0263
2927, 0.0264
2927.12, 0.0262
2927.25, 0.0255
2927.38, 0.0249
2927.5, 0.0246
2927.62, 0.0243
2927.75, 0.0244
2927.88, 0.025
2928, 0.0256
2928.12, 0.0254
2928.25, 0.0246
2928.38, 0.0242
2928.5, 0.0245
2928.62, 0.0251
2928.75, 0.0251
2928.88, 0.0248
2929, 0.0246
2929.12, 0.025
2929.25, 0.0255
2929.38, 0.0256
2929.5, 0.0251
2929.62, 0.0244
2929.75, 0.0239
2929.88, 0.0236
2930, 0.0231
2930.12, 0.0226
2930.25, 0.0224
2930.38, 0.0227
2930.5, 0.0233
2930.62, 0.0241
2930.75, 0.0248
2930.88, 0.0251
2931, 0.0249
2931.12, 0.0243
2931.25, 0.0242
2931.38, 0.0246
2931.5, 0.0251
2931.62, 0.025
2931.75, 0.0244
2931.88, 0.0242
2932, 0.0248
2932.12, 0.0254
2932.25, 0.0253
2932.38, 0.0248
2932.5, 0.0242
2932.62, 0.024
2932.75, 0.0242
2932.88, 0.0242
2933, 0.0241
2933.12, 0.0241
2933.25, 0.0244
2933.38, 0.0245
2933.5, 0.0243
2933.62, 0.0239
2933.75, 0.0239
2933.88, 0.0243
2934, 0.0249
2934.12, 0.0251
2934.25, 0.0249
2934.38, 0.0246
2934.5, 0.0244
2934.62, 0.0243
2934.75, 0.0244
2934.88, 0.0248
2935, 0.0249
2935.12, 0.0245
2935.25, 0.0238
2935.38, 0.0232
2935.5, 0.0229
2935.62, 0.0229
2935.75, 0.0233
2935.88, 0.0241
2936, 0.0251
2936.12, 0.0254
2936.25, 0.0248
2936.38, 0.0237
2936.5, 0.0231
2936.62, 0.0233
2936.75, 0.0239
2936.88, 0.0243
2937, 0.0242
2937.12, 0.0237
2937.25, 0.0235
2937.38, 0.024
2937.5, 0.0247
2937.62, 0.025
2937.75, 0.0245
2937.88, 0.0239
2938, 0.024
2938.12, 0.0247
2938.25, 0.0249
2938.38, 0.0242
2938.5, 0.0233
2938.62, 0.0231
2938.75, 0.0231
2938.88, 0.023
2939, 0.0227
2939.12, 0.0227
2939.25, 0.0233
2939.38, 0.0239
2939.5, 0.0243
2939.62, 0.0242
2939.75, 0.0237
2939.88, 0.0234
2940, 0.0239
2940.12, 0.0247
2940.25, 0.0249
2940.38, 0.024
2940.5, 0.0231
2940.62, 0.0234
2940.75, 0.0245
2940.88, 0.0251
2941, 0.0248
2941.12, 0.0242
2941.25, 0.0241
2941.38, 0.0245
2941.5, 0.0251
2941.62, 0.0256
2941.75, 0.0254
2941.88, 0.025
2942, 0.0253
2942.12, 0.0268
2942.25, 0.0302
2942.38, 0.037
2942.5, 0.049
2942.62, 0.0635
2942.75, 0.0722
2942.88, 0.0679
2943, 0.0532
2943.12, 0.0383
2943.25, 0.0295
2943.38, 0.0265
2943.5, 0.0259
2943.62, 0.0263
2943.75, 0.0269
2943.88, 0.027
2944, 0.0265
2944.12, 0.027
2944.25, 0.0293
2944.38, 0.0339
2944.5, 0.0456
2944.62, 0.0719
2944.75, 0.1129
2944.88, 0.1509
2945, 0.1579
2945.12, 0.1275
2945.25, 0.084
2945.38, 0.0512
2945.5, 0.0348
2945.62, 0.0291
2945.75, 0.0272
2945.88, 0.0261
2946, 0.0254
2946.12, 0.0248
2946.25, 0.0242
2946.38, 0.0239
2946.5, 0.0238
2946.62, 0.0236
2946.75, 0.0234
2946.88, 0.0236
2947, 0.0238
2947.12, 0.0233
2947.25, 0.0221
2947.38, 0.0213
2947.5, 0.0219
2947.62, 0.0233
2947.75, 0.0243
2947.88, 0.0241
2948, 0.0233
2948.12, 0.0228
2948.25, 0.0232
2948.38, 0.0239
2948.5, 0.024
2948.62, 0.0238
2948.75, 0.0237
2948.88, 0.024
2949, 0.0243
2949.12, 0.0242
2949.25, 0.0238
2949.38, 0.0238
2949.5, 0.0242
2949.62, 0.0249
2949.75, 0.0254
2949.88, 0.0252
2950, 0.0244
2950.12, 0.0234
2950.25, 0.0229
2950.38, 0.0228
2950.5, 0.0227
2950.62, 0.0224
2950.75, 0.0223
2950.88, 0.0227
2951, 0.0234
2951.12, 0.0238
2951.25, 0.0235
2951.38, 0.0227
2951.5, 0.0223
2951.62, 0.0228
2951.75, 0.0239
2951.88, 0.0248
2952, 0.0247
2952.12, 0.024
2952.25, 0.0235
2952.38, 0.0232
2952.5, 0.0227
2952.62, 0.0219
2952.75, 0.0217
2952.88, 0.0226
2953, 0.0236
2953.12, 0.0236
2953.25, 0.0229
2953.38, 0.0223
2953.5, 0.0224
2953.62, 0.0229
2953.75, 0.0235
2953.88, 0.0237
2954, 0.0233
2954.12, 0.0228
2954.25, 0.0229
2954.38, 0.0238
2954.5, 0.0247
2954.62, 0.0245
2954.75, 0.0234
2954.88, 0.0225
2955, 0.0225
2955.12, 0.0231
2955.25, 0.0235
2955.38, 0.0234
2955.5, 0.0232
2955.62, 0.0235
2955.75, 0.0239
2955.88, 0.024
2956, 0.0235
2956.12, 0.0228
2956.25, 0.0228
2956.38, 0.0239
2956.5, 0.0247
2956.62, 0.0243
2956.75, 0.023
2956.88, 0.0221
2957, 0.0224
2957.12, 0.0235
2957.25, 0.0242
2957.38, 0.0243
2957.5, 0.0239
2957.62, 0.0237
2957.75, 0.0237
2957.88, 0.0239
2958, 0.0239
2958.12, 0.0237
2958.25, 0.0236
2958.38, 0.024
2958.5, 0.0245
2958.62, 0.0245
2958.75, 0.0239
2958.88, 0.0234
2959, 0.0233
2959.12, 0.0233
2959.25, 0.0234
2959.38, 0.0234
2959.5, 0.0232
2959.62, 0.0228
2959.75, 0.0227
2959.88, 0.0232
2960, 0.0242
2960.12, 0.0247
2960.25, 0.0248
2960.38, 0.0252
2960.5, 0.0264
2960.62, 0.0294
2960.75, 0.0368
2960.88, 0.05
2961, 0.0646
2961.12, 0.071
2961.25, 0.0637
2961.38, 0.0484
2961.5, 0.0351
2961.62, 0.0284
2961.75, 0.0262
2961.88, 0.0251
2962, 0.0248
2962.12, 0.0253
2962.25, 0.0257
2962.38, 0.0259
2962.5, 0.0269
2962.62, 0.029
2962.75, 0.0332
2962.88, 0.0447
2963, 0.0714
2963.12, 0.1129
2963.25, 0.15
2963.38, 0.155
2963.5, 0.1237
2963.62, 0.0815
2963.75, 0.0509
2963.88, 0.0361
2964, 0.0305
2964.12, 0.0278
2964.25, 0.026
2964.38, 0.0249
2964.5, 0.0239
2964.62, 0.0232
2964.75, 0.0233
2964.88, 0.024
2965, 0.0248
2965.12, 0.0252
2965.25, 0.0256
2965.38, 0.0256
2965.5, 0.0248
2965.62, 0.0237
2965.75, 0.0231
2965.88, 0.023
2966, 0.0228
2966.12, 0.0225
2966.25, 0.0226
2966.38, 0.023
2966.5, 0.0233
2966.62, 0.0234
2966.75, 0.0236
2966.88, 0.0236
2967, 0.0233
2967.12, 0.0229
2967.25, 0.0228
2967.38, 0.0231
2967.5, 0.0232
2967.62, 0.0231
2967.75, 0.023
2967.88, 0.0232
2968, 0.0234
2968.12, 0.0235
2968.25, 0.0237
2968.38, 0.0237
2968.5, 0.0234
2968.62, 0.0231
2968.75, 0.0231
2968.88, 0.0235
2969, 0.0235
2969.12, 0.023
2969.25, 0.0225
2969.38, 0.0225
2969.5, 0.0229
2969.62, 0.0231
2969.75, 0.0232
2969.88, 0.0233
2970, 0.0235
2970.12, 0.0238
2970.25, 0.0242
2970.38, 0.0244
2970.5, 0.0242
2970.62, 0.0238
2970.75, 0.0233
2970.88, 0.0228
2971, 0.0221
2971.12, 0.0217
2971.25, 0.022
2971.38, 0.0228
2971.5, 0.0235
2971.62, 0.0236
2971.75, 0.0233
2971.88, 0.0229
2972, 0.0224
2972.12, 0.0222
2972.25, 0.0224
2972.38, 0.0229
2972.5, 0.0235
2972.62, 0.024
2972.75, 0.0243
2972.88, 0.0245
2973, 0.0246
2973.12, 0.0246
2973.25, 0.0244
2973.38, 0.024
2973.5, 0.0235
2973.62, 0.0232
2973.75, 0.0232
2973.88, 0.0232
2974, 0.0231
2974.12, 0.0231
2974.25, 0.0236
