-5.000000	0.011675
-4.979960	0.011852
-4.959920	0.012032
-4.939880	0.012216
-4.919840	0.012404
-4.899800	0.012595
-4.879760	0.012789
-4.859719	0.012988
-4.839679	0.013190
-4.819639	0.013395
-4.799599	0.013605
-4.779559	0.013819
-4.759519	0.014037
-4.739479	0.014259
-4.719439	0.014485
-4.699399	0.014716
-4.679359	0.014951
-4.659319	0.015191
-4.639279	0.015436
-4.619238	0.015685
-4.599198	0.015939
-4.579158	0.016199
-4.559118	0.016463
-4.539078	0.016733
-4.519038	0.017008
-4.498998	0.017288
-4.478958	0.017575
-4.458918	0.017866
-4.438878	0.018164
-4.418838	0.018468
-4.398798	0.018778
-4.378758	0.019095
-4.358717	0.019417
-4.338677	0.019747
-4.318637	0.020083
-4.298597	0.020426
-4.278557	0.020776
-4.258517	0.021134
-4.238477	0.021499
-4.218437	0.021871
-4.198397	0.022251
-4.178357	0.022640
-4.158317	0.023036
-4.138277	0.023441
-4.118236	0.023854
-4.098196	0.024277
-4.078156	0.024708
-4.058116	0.025148
-4.038076	0.025598
-4.018036	0.026057
-3.997996	0.026527
-3.977956	0.027006
-3.957916	0.027496
-3.937876	0.027996
-3.917836	0.028508
-3.897796	0.029030
-3.877756	0.029564
-3.857715	0.030110
-3.837675	0.030668
-3.817635	0.031238
-3.797595	0.031820
-3.777555	0.032416
-3.757515	0.033024
-3.737475	0.033646
-3.717435	0.034283
-3.697395	0.034933
-3.677355	0.035598
-3.657315	0.036278
-3.637275	0.036973
-3.617234	0.037684
-3.597194	0.038411
-3.577154	0.039154
-3.557114	0.039914
-3.537074	0.040692
-3.517034	0.041487
-3.496994	0.042301
-3.476954	0.043133
-3.456914	0.043984
-3.436874	0.044855
-3.416834	0.045745
-3.396794	0.046657
-3.376754	0.047589
-3.356713	0.048543
-3.336673	0.049519
-3.316633	0.050517
-3.296593	0.051539
-3.276553	0.052584
-3.256513	0.053654
-3.236473	0.054748
-3.216433	0.055868
-3.196393	0.057014
-3.176353	0.058187
-3.156313	0.059387
-3.136273	0.060616
-3.116232	0.061872
-3.096192	0.063159
-3.076152	0.064475
-3.056112	0.065822
-3.036072	0.067200
-3.016032	0.068611
-2.995992	0.070054
-2.975952	0.071531
-2.955912	0.073043
-2.935872	0.074590
-2.915832	0.076172
-2.895792	0.077792
-2.875752	0.079448
-2.855711	0.081144
-2.835671	0.082878
-2.815631	0.084652
-2.795591	0.086468
-2.775551	0.088324
-2.755511	0.090224
-2.735471	0.092166
-2.715431	0.094153
-2.695391	0.096185
-2.675351	0.098262
-2.655311	0.100386
-2.635271	0.102558
-2.615230	0.104779
-2.595190	0.107048
-2.575150	0.109367
-2.555110	0.111738
-2.535070	0.114160
-2.515030	0.116634
-2.494990	0.119162
-2.474950	0.121743
-2.454910	0.124379
-2.434870	0.127071
-2.414830	0.129819
-2.394790	0.132623
-2.374749	0.135485
-2.354709	0.138405
-2.334669	0.141383
-2.314629	0.144420
-2.294589	0.147517
-2.274549	0.150673
-2.254509	0.153890
-2.234469	0.157167
-2.214429	0.160504
-2.194389	0.163902
-2.174349	0.167362
-2.154309	0.170882
-2.134269	0.174462
-2.114228	0.178104
-2.094188	0.181806
-2.074148	0.185568
-2.054108	0.189389
-2.034068	0.193270
-2.014028	0.197208
-1.993988	0.201205
-1.973948	0.205258
-1.953908	0.209367
-1.933868	0.213531
-1.913828	0.217749
-1.893788	0.222018
-1.873747	0.226338
-1.853707	0.230707
-1.833667	0.235123
-1.813627	0.239585
-1.793587	0.244091
-1.773547	0.248637
-1.753507	0.253223
-1.733467	0.257845
-1.713427	0.262502
-1.693387	0.267190
-1.673347	0.271906
-1.653307	0.276649
-1.633267	0.281414
-1.613226	0.286199
-1.593186	0.291001
-1.573146	0.295816
-1.553106	0.300641
-1.533066	0.305472
-1.513026	0.310306
-1.492986	0.315139
-1.472946	0.319968
-1.452906	0.324789
-1.432866	0.329598
-1.412826	0.334391
-1.392786	0.339164
-1.372745	0.343915
-1.352705	0.348638
-1.332665	0.353331
-1.312625	0.357989
-1.292585	0.362609
-1.272545	0.367188
-1.252505	0.371721
-1.232465	0.376206
-1.212425	0.380639
-1.192385	0.385016
-1.172345	0.389335
-1.152305	0.393593
-1.132265	0.397786
-1.112224	0.401913
-1.092184	0.405970
-1.072144	0.409954
-1.052104	0.413865
-1.032064	0.417699
-1.012024	0.421454
-0.991984	0.425130
-0.971944	0.428724
-0.951904	0.432234
-0.931864	0.435660
-0.911824	0.439001
-0.891784	0.442255
-0.871743	0.445422
-0.851703	0.448501
-0.831663	0.451493
-0.811623	0.454395
-0.791583	0.457209
-0.771543	0.459935
-0.751503	0.462573
-0.731463	0.465122
-0.711423	0.467584
-0.691383	0.469959
-0.671343	0.472248
-0.651303	0.474451
-0.631263	0.476569
-0.611222	0.478604
-0.591182	0.480556
-0.571142	0.482427
-0.551102	0.484217
-0.531062	0.485928
-0.511022	0.487561
-0.490982	0.489117
-0.470942	0.490598
-0.450902	0.492005
-0.430862	0.493339
-0.410822	0.494602
-0.390782	0.495794
-0.370741	0.496918
-0.350701	0.497974
-0.330661	0.498963
-0.310621	0.499888
-0.290581	0.500748
-0.270541	0.501546
-0.250501	0.502282
-0.230461	0.502958
-0.210421	0.503573
-0.190381	0.504130
-0.170341	0.504628
-0.150301	0.505069
-0.130261	0.505454
-0.110220	0.505782
-0.090180	0.506055
-0.070140	0.506273
-0.050100	0.506436
-0.030060	0.506545
-0.010020	0.506599
0.010020	0.506599
0.030060	0.506545
0.050100	0.506436
0.070140	0.506273
0.090180	0.506055
0.110220	0.505782
0.130261	0.505454
0.150301	0.505069
0.170341	0.504628
0.190381	0.504130
0.210421	0.503573
0.230461	0.502958
0.250501	0.502282
0.270541	0.501546
0.290581	0.500748
0.310621	0.499888
0.330661	0.498963
0.350701	0.497974
0.370741	0.496918
0.390782	0.495794
0.410822	0.494602
0.430862	0.493339
0.450902	0.492005
0.470942	0.490598
0.490982	0.489117
0.511022	0.487561
0.531062	0.485928
0.551102	0.484217
0.571142	0.482427
0.591182	0.480556
0.611222	0.478604
0.631263	0.476569
0.651303	0.474451
0.671343	0.472248
0.691383	0.469959
0.711423	0.467584
0.731463	0.465122
0.751503	0.462573
0.771543	0.459935
0.791583	0.457209
0.811623	0.454395
0.831663	0.451493
0.851703	0.448501
0.871743	0.445422
0.891784	0.442255
0.911824	0.439001
0.931864	0.435660
0.951904	0.432234
0.971944	0.428724
0.991984	0.425130
1.012024	0.421454
1.032064	0.417699
1.052104	0.413865
1.072144	0.409954
1.092184	0.405970
1.112224	0.401913
1.132265	0.397786
1.152305	0.393593
1.172345	0.389335
1.192385	0.385016
1.212425	0.380639
1.232465	0.376206
1.252505	0.371721
1.272545	0.367188
1.292585	0.362609
1.312625	0.357989
1.332665	0.353331
1.352705	0.348638
1.372745	0.343915
1.392786	0.339164
1.412826	0.334391
1.432866	0.329598
1.452906	0.324789
1.472946	0.319968
1.492986	0.315139
1.513026	0.310306
1.533066	0.305472
1.553106	0.300641
1.573146	0.295816
1.593186	0.291001
1.613226	0.286199
1.633267	0.281414
1.653307	0.276649
1.673347	0.271906
1.693387	0.267190
1.713427	0.262502
1.733467	0.257845
1.753507	0.253223
1.773547	0.248637
1.793587	0.244091
1.813627	0.239585
1.833667	0.235123
1.853707	0.230707
1.873747	0.226338
1.893788	0.222018
1.913828	0.217749
1.933868	0.213531
1.953908	0.209367
1.973948	0.205258
1.993988	0.201205
2.014028	0.197208
2.034068	0.193270
2.054108	0.189389
2.074148	0.185568
2.094188	0.181806
2.114228	0.178104
2.134269	0.174462
2.154309	0.170882
2.174349	0.167362
2.194389	0.163902
2.214429	0.160504
2.234469	0.157167
2.254509	0.153890
2.274549	0.150673
2.294589	0.147517
2.314629	0.144420
2.334669	0.141383
2.354709	0.138405
2.374749	0.135485
2.394790	0.132623
2.414830	0.129819
2.434870	0.127071
2.454910	0.124379
2.474950	0.121743
2.494990	0.119162
2.515030	0.116634
2.535070	0.114160
2.555110	0.111738
2.575150	0.109367
2.595190	0.107048
2.615230	0.104779
2.635271	0.102558
2.655311	0.100386
2.675351	0.098262
2.695391	0.096185
2.715431	0.094153
2.735471	0.092166
2.755511	0.090224
2.775551	0.088324
2.795591	0.086468
2.815631	0.084652
2.835671	0.082878
2.855711	0.081144
2.875752	0.079448
2.895792	0.077792
2.915832	0.076172
2.935872	0.074590
2.955912	0.073043
2.975952	0.071531
2.995992	0.070054
3.016032	0.068611
3.036072	0.067200
3.056112	0.065822
3.076152	0.064475
3.096192	0.063159
3.116232	0.061872
3.136273	0.060616
3.156313	0.059387
3.176353	0.058187
3.196393	0.057014
3.216433	0.055868
3.236473	0.054748
3.256513	0.053654
3.276553	0.052584
3.296593	0.051539
3.316633	0.050517
3.336673	0.049519
3.356713	0.048543
3.376754	0.047589
3.396794	0.046657
3.416834	0.045745
3.436874	0.044855
3.456914	0.043984
3.476954	0.043133
3.496994	0.042301
3.517034	0.041487
3.537074	0.040692
3.557114	0.039914
3.577154	0.039154
3.597194	0.038411
3.617234	0.037684
3.637275	0.036973
3.657315	0.036278
3.677355	0.035598
3.697395	0.034933
3.717435	0.034283
3.737475	0.033646
3.757515	0.033024
3.777555	0.032416
3.797595	0.031820
3.817635	0.031238
3.837675	0.030668
3.857715	0.030110
3.877756	0.029564
3.897796	0.029030
3.917836	0.028508
3.937876	0.027996
3.957916	0.027496
3.977956	0.027006
3.997996	0.026527
4.018036	0.026057
4.038076	0.025598
4.058116	0.025148
4.078156	0.024708
4.098196	0.024277
4.118236	0.023854
4.138277	0.023441
4.158317	0.023036
4.178357	0.022640
4.198397	0.022251
4.218437	0.021871
4.238477	0.021499
4.258517	0.021134
4.278557	0.020776
4.298597	0.020426
4.318637	0.020083
4.338677	0.019747
4.358717	0.019417
4.378758	0.019095
4.398798	0.018778
4.418838	0.018468
4.438878	0.018164
4.458918	0.017866
4.478958	0.017575
4.498998	0.017288
4.519038	0.017008
4.539078	0.016733
4.559118	0.016463
4.579158	0.016199
4.599198	0.015939
4.619238	0.015685
4.639279	0.015436
4.659319	0.015191
4.679359	0.014951
4.699399	0.014716
4.719439	0.014485
4.739479	0.014259
4.759519	0.014037
4.779559	0.013819
4.799599	0.013605
4.819639	0.013395
4.839679	0.013190
4.859719	0.012988
4.879760	0.012789
4.899800	0.012595
4.919840	0.012404
4.939880	0.012216
4.959920	0.012032
4.979960	0.011852
5.000000	0.011675
